,External,Year,session 1,session 2,test 1,forum_Q_phase1,forum_A_phase1,office_hours_phase1,dropped_after_test_1
5243,1,1,89,3,1,3.96,0.0,0.0,0
5244,0,3,1,7,1,0.0,0.66,0.66,0
5245,0,3,65,60,3,2.5,1.5,1.0,0
5246,1,2,26,48,4,0.66,2.31,0.0,0
5247,0,3,7,16,1,0.0,0.99,0.33,0
5248,1,3,1,4,2,0.0,0.33,0.33,0
5249,1,1,46,38,5,1.0,0.5,0.5,0
5250,0,2,15,8,4,2.97,3.3000000000000003,1.98,0
5251,1,1,55,94,4,1.6500000000000001,0.99,0.66,0
5252,1,2,22,11,2,0.4,0.0,0.0,0
5253,0,3,4,75,2,1.32,6.930000000000001,1.32,0
5254,0,3,6,2,2,0.66,0.66,0.33,0
5255,1,2,88,21,3,4.29,5.61,1.32,0
5256,1,3,62,21,1,3.6300000000000003,0.99,0.99,0
5257,0,2,62,2,4,4.62,4.95,1.6500000000000001,0
5258,1,3,12,55,2,4.95,1.98,1.6500000000000001,0
5259,1,3,1,9,1,0.0,0.99,0.33,0
5260,0,2,90,39,1,6.2700000000000005,3.6300000000000003,0.66,0
5261,1,2,10,75,2,4.29,1.6500000000000001,0.66,0
5262,0,2,16,17,4,6.930000000000001,6.2700000000000005,1.6500000000000001,0
5263,0,3,14,72,3,4.62,0.33,0.33,0
5264,1,1,55,85,1,3.96,2.31,0.66,0
5265,1,3,71,59,1,2.97,1.6500000000000001,1.6500000000000001,0
5266,0,3,5,3,1,0.33,0.66,0.66,0
5267,1,2,29,45,4,0.0,1.0,1.0,1
5268,1,1,22,56,1,3.96,2.97,2.97,0
5269,0,2,9,4,2,1.32,0.66,0.33,0
5270,1,2,74,83,4,1.2000000000000002,0.8,0.0,0
5271,0,3,9,27,5,3.6300000000000003,5.94,2.64,0
5272,1,3,4,9,3,5.94,3.96,2.31,0
5273,0,2,27,97,1,0.8,0.8,0.4,0
5274,0,2,99,80,2,1.32,3.3000000000000003,1.6500000000000001,0
5275,1,1,5,10,3,3.0,0.0,0.0,1
5276,1,3,36,55,4,2.97,1.6500000000000001,1.6500000000000001,0
5277,0,2,89,43,1,1.6500000000000001,1.32,1.32,0
5278,1,3,33,75,1,5.61,2.31,1.6500000000000001,0
5279,1,3,64,95,2,2.64,3.3000000000000003,0.99,0
5280,0,2,4,11,2,1.32,0.99,0.66,0
5281,1,1,11,26,5,1.0,0.0,0.0,1
5282,0,2,11,17,4,3.3000000000000003,3.3000000000000003,2.31,0
5283,1,3,2,11,2,1.32,0.33,0.66,0
5284,1,3,87,83,1,6.2700000000000005,0.99,0.99,0
5285,1,1,76,51,2,0.99,1.32,1.32,0
5286,0,2,12,3,4,1.32,5.61,2.31,0
5287,1,3,50,71,5,5.61,2.31,1.32,0
5288,1,2,3,14,2,2.31,0.99,0.33,0
5289,0,2,5,3,2,0.66,0.99,0.66,0
5290,1,2,69,77,1,5.94,3.3000000000000003,0.99,0
5291,0,2,8,5,1,0.99,0.66,0.33,0
5292,0,2,64,50,1,2.97,2.97,2.64,0
5293,1,2,3,15,2,0.33,0.33,0.33,0
5294,1,2,98,56,3,4.29,2.97,0.33,0
5295,1,3,82,53,3,0.0,0.0,0.4,0
5296,0,2,20,51,4,1.6,0.4,0.0,0
5297,1,3,72,4,1,2.4000000000000004,1.2000000000000002,0.0,0
5298,1,1,44,77,5,4.95,1.98,1.32,0
5299,0,1,23,27,2,3.96,2.97,1.98,0
5300,0,3,1,2,1,1.32,0.66,0.33,0
5301,0,2,3,1,2,0.33,0.33,0.33,0
5302,1,3,8,14,2,0.0,0.99,0.66,0
5303,1,2,62,72,2,3.6,0.0,0.0,0
5304,1,3,35,77,2,3.3000000000000003,1.6500000000000001,0.99,0
5305,1,3,53,50,3,0.0,0.5,0.5,0
5306,0,3,82,57,1,2.31,3.6300000000000003,1.6500000000000001,0
5307,1,2,39,63,5,4.95,5.94,1.98,0
5308,1,3,18,66,1,3.6300000000000003,1.6500000000000001,1.32,0
5309,1,1,22,37,4,1.0,0.5,0.5,0
5310,1,3,36,27,5,1.2000000000000002,0.0,0.0,0
5311,1,2,21,54,4,1.6,1.2000000000000002,0.4,0
5312,0,2,4,9,5,5.61,5.28,2.31,0
5313,0,2,2,17,1,5.28,4.62,2.97,0
5314,0,1,72,57,3,4.62,2.97,1.32,0
5315,1,1,54,66,1,2.31,1.98,1.32,0
5316,1,1,44,9,2,2.8000000000000003,0.8,0.0,0
5317,1,2,62,81,2,2.97,6.930000000000001,0.99,0
5318,1,2,44,52,4,0.5,0.0,0.5,0
5319,1,1,79,60,1,0.0,0.0,0.0,0
5320,1,2,94,36,1,1.6500000000000001,3.3000000000000003,0.99,0
5321,0,3,7,1,1,0.66,0.66,0.33,0
5322,1,3,71,78,1,4.95,1.6500000000000001,0.66,0
5323,1,2,96,58,3,5.94,3.6300000000000003,1.6500000000000001,0
5324,1,1,15,13,4,1.32,2.31,2.31,0
5325,1,3,36,4,5,2.0,1.2000000000000002,0.0,0
5326,1,1,81,81,1,6.2700000000000005,2.31,2.97,0
5327,1,3,50,54,5,5.28,1.98,1.32,0
5328,0,2,15,74,2,0.0,7.92,2.31,0
5329,0,1,17,4,4,7.92,0.99,1.6500000000000001,0
5330,0,3,2,3,1,1.32,0.99,0.66,0
5331,1,3,35,58,5,2.0,0.5,0.5,0
5332,0,3,16,32,5,5.0,0.0,1.0,1
5333,0,3,32,36,2,3.6300000000000003,7.260000000000001,0.99,0
5334,0,2,56,20,2,1.32,2.31,2.64,0
5335,1,2,72,8,1,0.0,2.64,0.66,0
5336,1,3,84,53,1,1.32,1.98,1.32,0
5337,0,3,15,78,1,0.0,1.2000000000000002,0.8,0
5338,1,1,38,61,1,5.28,1.98,1.6500000000000001,0
5339,0,2,4,30,2,7.0,1.0,1.0,1
5340,1,3,76,73,2,3.3000000000000003,1.6500000000000001,1.32,0
5341,1,3,8,16,5,1.32,0.99,0.66,0
5342,0,3,23,6,5,5.0,2.0,1.0,1
5343,1,1,33,86,4,4.29,0.0,0.33,0
5344,0,3,7,1,5,0.66,0.99,0.33,0
5345,0,1,4,17,4,6.6000000000000005,3.3000000000000003,1.98,0
5346,0,2,56,14,2,5.28,3.3000000000000003,0.33,0
5347,1,2,64,55,1,2.31,1.6500000000000001,0.66,0
5348,0,1,44,51,4,5.61,0.99,1.98,0
5349,1,3,59,57,4,0.5,0.0,0.5,0
5350,0,2,18,50,4,4.62,2.64,0.99,0
5351,0,1,56,17,4,5.94,6.2700000000000005,0.33,0
5352,1,3,74,59,3,1.32,0.99,0.33,0
5353,1,3,42,72,2,2.64,2.97,0.66,0
5354,1,2,17,15,5,2.8000000000000003,0.4,0.0,0
5355,1,3,10,9,5,8.25,3.96,2.64,0
5356,1,1,15,3,2,3.6,1.2000000000000002,0.4,0
5357,1,2,8,28,4,7.92,2.97,1.32,0
5358,0,3,1,13,1,0.0,0.99,0.33,0
5359,1,1,55,75,1,4.95,1.6500000000000001,1.6500000000000001,0
5360,0,1,24,75,1,2.31,7.260000000000001,1.6500000000000001,0
5361,1,3,62,56,2,5.28,1.98,1.6500000000000001,0
5362,0,2,95,99,2,1.98,1.98,1.32,0
5363,0,3,5,11,1,0.99,0.99,0.33,0
5364,0,1,15,3,5,3.6300000000000003,5.61,1.98,0
5365,1,1,13,19,4,5.61,1.6500000000000001,2.31,0
5366,1,1,69,7,4,2.8000000000000003,0.0,0.0,0
5367,1,2,41,56,2,0.0,0.5,0.0,0
5368,1,2,26,59,5,0.0,0.0,0.5,0
5369,1,2,60,11,5,6.2700000000000005,2.31,1.32,0
5370,0,2,6,14,5,1.32,0.99,0.66,0
5371,0,1,88,61,5,4.95,5.28,0.99,0
5372,0,2,6,15,1,1.32,0.33,0.33,0
5373,0,2,71,58,5,5.61,1.32,1.32,0
5374,1,2,54,59,5,0.99,0.0,0.0,0
5375,0,3,24,52,4,2.0,0.0,1.0,0
5376,0,1,15,19,5,2.31,2.31,2.64,0
5377,1,2,50,59,1,0.5,1.0,0.5,0
5378,1,3,93,55,1,2.64,0.33,0.33,0
5379,1,2,39,40,2,0.0,0.0,0.0,0
5380,0,3,24,35,5,3.0,0.0,1.0,1
5381,1,1,99,18,4,1.6500000000000001,1.6500000000000001,0.99,0
5382,1,3,7,5,1,0.99,0.33,0.66,0
5383,1,2,76,33,1,1.98,3.3000000000000003,1.32,0
5384,1,1,11,31,4,4.0,2.0,0.0,1
5385,0,3,8,3,4,7.92,2.97,2.31,0
5386,1,1,50,49,2,0.5,1.0,0.5,0
5387,1,2,9,24,5,3.3000000000000003,5.61,2.64,0
5388,0,3,4,8,5,7.0,0.0,0.0,1
5389,1,1,29,58,1,1.0,0.5,0.5,0
5390,1,1,78,92,3,1.32,2.64,0.33,0
5391,0,3,7,9,2,0.99,0.33,0.66,0
5392,1,3,8,13,1,0.99,0.99,0.66,0
5393,1,1,70,1,4,2.0,0.0,0.0,0
5394,1,2,47,43,3,1.0,0.5,0.5,0
5395,0,3,4,1,2,0.99,0.99,0.66,0
5396,0,1,68,86,5,0.5,1.0,1.0,0
5397,1,3,62,59,5,1.98,2.31,0.99,0
5398,1,3,35,63,5,5.61,2.31,0.99,0
5399,1,3,10,70,3,5.28,1.98,1.6500000000000001,0
5400,0,2,23,56,1,1.6500000000000001,1.32,2.64,0
5401,1,3,46,77,4,4.95,1.98,1.6500000000000001,0
5402,1,3,37,20,1,1.6500000000000001,0.99,0.33,0
5403,1,1,34,37,5,1.5,0.5,0.5,0
5404,0,2,3,26,5,3.6300000000000003,3.96,2.31,0
5405,0,1,16,14,5,4.62,5.61,1.6500000000000001,0
5406,1,1,42,50,2,6.2700000000000005,5.61,2.64,0
5407,1,2,12,1,5,4.0,2.0,0.0,1
5408,1,3,60,4,4,3.96,0.0,0.33,0
5409,0,2,61,94,1,1.32,2.31,1.32,0
5410,1,1,15,26,5,8.91,3.96,1.6500000000000001,0
5411,1,2,42,49,1,4.0,0.0,0.0,0
5412,1,2,80,91,5,0.0,1.6500000000000001,0.0,0
5413,1,1,52,21,3,0.5,0.0,0.0,0
5414,0,3,1,14,1,1.32,0.33,0.66,0
5415,1,2,63,73,1,1.6,0.4,0.4,0
5416,1,2,50,94,4,1.98,1.32,0.66,0
5417,1,1,48,73,1,4.95,1.6500000000000001,1.6500000000000001,0
5418,1,3,33,46,4,2.0,0.0,0.5,0
5419,0,3,3,7,2,0.99,0.99,0.33,0
5420,0,3,39,70,2,2.0,0.8,0.0,0
5421,0,2,4,18,4,2.97,3.3000000000000003,2.31,0
5422,0,3,5,1,1,0.99,0.66,0.66,0
5423,0,2,10,13,4,8.91,2.97,1.6500000000000001,0
5424,0,3,8,5,1,0.66,0.33,0.66,0
5425,1,3,10,94,1,0.33,1.32,0.99,0
5426,0,1,57,62,4,4.95,6.930000000000001,2.97,0
5427,1,3,56,42,3,0.0,1.0,0.5,0
5428,0,1,59,45,4,2.97,7.260000000000001,0.99,0
5429,1,2,61,44,1,1.98,3.6300000000000003,0.66,0
5430,0,1,49,27,1,2.97,5.28,1.6500000000000001,0
5431,0,1,71,24,2,0.99,2.64,0.66,0
5432,1,2,44,45,4,0.5,0.0,0.5,0
5433,1,1,19,10,4,2.0,2.0,1.0,1
5434,1,1,0,13,4,1.0,0.0,0.0,1
5435,0,2,66,92,4,3.6300000000000003,4.62,2.97,0
5436,0,3,96,9,3,0.4,1.2000000000000002,0.8,0
5437,1,3,43,9,5,2.31,0.99,0.33,0
5438,0,3,7,13,1,0.66,0.99,0.66,0
5439,0,2,3,3,5,4.29,5.28,1.98,0
5440,1,3,2,59,3,0.4,1.2000000000000002,0.4,0
5441,1,3,63,8,1,2.97,1.98,0.33,0
5442,0,2,9,15,2,0.33,0.99,0.66,0
5443,1,2,79,51,4,2.31,1.6500000000000001,0.99,0
5444,0,3,6,15,1,1.32,0.66,0.33,0
5445,1,2,59,71,3,5.94,3.3000000000000003,0.33,0
5446,0,1,10,22,5,2.64,4.95,2.64,0
5447,0,3,50,67,3,1.0,0.5,0.0,0
5448,1,1,5,69,4,2.31,7.260000000000001,0.33,0
5449,0,2,41,72,5,2.97,1.6500000000000001,0.66,0
5450,0,3,79,74,5,3.5,1.0,1.0,0
5451,0,1,19,15,4,2.97,4.29,2.31,0
5452,0,2,95,54,5,2.0,1.0,0.5,0
5453,1,3,86,88,5,1.6500000000000001,1.98,0.66,0
5454,1,1,32,49,4,0.0,0.5,0.5,0
5455,1,3,52,68,1,5.28,2.31,1.32,0
5456,1,1,22,48,5,2.0,1.0,1.0,1
5457,1,1,65,43,4,0.66,0.66,1.6500000000000001,0
5458,1,2,79,36,1,2.64,3.6300000000000003,0.66,0
5459,0,1,80,1,5,2.97,5.28,1.32,0
5460,0,2,75,30,5,1.32,2.64,0.99,0
5461,1,2,52,32,1,6.2700000000000005,3.6300000000000003,0.66,0
5462,1,3,22,19,3,1.0,0.0,0.0,1
5463,1,2,57,48,3,0.5,1.0,0.0,0
5464,0,1,18,17,4,5.94,1.98,1.98,0
5465,1,3,8,16,1,1.32,0.99,0.33,0
5466,1,3,80,16,1,0.99,0.0,0.0,0
5467,0,3,2,26,4,3.96,4.29,2.64,0
5468,0,3,4,11,5,1.32,0.99,0.66,0
5469,1,1,39,27,4,4.29,2.31,0.66,0
5470,1,1,30,59,4,1.5,0.5,0.0,0
5471,1,2,80,60,1,1.32,0.99,1.6500000000000001,0
5472,1,2,65,85,4,2.31,0.66,0.66,0
5473,1,2,65,42,2,0.99,3.6300000000000003,0.33,0
5474,0,3,6,54,3,0.99,3.3000000000000003,2.97,0
5475,0,1,3,13,5,9.57,3.3000000000000003,2.64,0
5476,1,1,60,33,4,3.3000000000000003,0.33,0.0,0
5477,1,1,23,21,4,3.96,7.590000000000001,2.64,0
5478,1,3,35,99,1,0.33,0.0,0.0,0
5479,0,1,11,28,4,6.2700000000000005,4.29,2.31,0
5480,1,1,11,10,4,1.6500000000000001,3.3000000000000003,2.64,0
5481,1,3,48,67,2,3.3000000000000003,2.31,1.32,0
5482,1,3,41,44,2,1.2000000000000002,0.0,0.4,0
5483,1,1,3,1,4,0.0,0.0,0.0,0
5484,0,2,43,34,2,6.2700000000000005,2.31,1.32,0
5485,1,1,12,6,5,2.0,0.0,1.0,1
5486,0,3,9,15,1,0.66,0.33,0.66,0
5487,1,1,94,48,1,5.94,1.6500000000000001,1.6500000000000001,0
5488,1,2,81,81,1,5.28,0.99,0.33,0
5489,0,2,12,10,4,5.61,2.97,1.6500000000000001,0
5490,0,3,54,55,2,2.5,1.0,0.0,0
5491,0,2,4,12,1,1.32,0.99,0.33,0
5492,0,1,96,65,1,4.29,7.92,0.99,0
5493,1,3,68,85,1,4.95,3.3000000000000003,1.6500000000000001,0
5494,1,1,25,53,1,0.5,0.5,0.0,0
5495,0,2,87,89,1,3.3000000000000003,0.99,0.99,0
5496,1,2,55,70,5,3.3000000000000003,2.31,0.66,0
5497,1,1,48,50,5,4.62,2.97,0.99,0
5498,0,3,25,92,4,3.96,5.61,0.66,0
5499,0,2,11,20,4,4.95,5.61,1.6500000000000001,0
5500,0,2,10,28,5,6.2700000000000005,2.97,1.6500000000000001,0
5501,1,1,57,49,3,0.0,1.0,0.5,0
5502,1,3,2,4,5,0.99,4.29,1.98,0
5503,1,3,71,65,5,2.97,2.97,0.66,0
5504,0,1,4,4,4,3.96,2.97,1.32,0
5505,1,1,31,53,3,2.31,2.64,1.32,0
5506,0,3,80,56,4,1.0,1.5,1.0,0
5507,1,3,76,94,1,5.94,2.97,0.66,0
5508,1,1,2,15,5,4.62,2.64,1.6500000000000001,0
5509,1,3,72,63,2,3.3000000000000003,1.98,1.6500000000000001,0
5510,1,3,31,64,5,4.95,1.98,1.6500000000000001,0
5511,1,3,27,73,2,5.61,2.97,0.66,0
5512,0,2,5,7,1,0.99,0.99,0.66,0
5513,0,2,2,29,4,6.930000000000001,3.96,2.64,0
5514,1,2,49,39,4,1.5,0.0,0.5,0
5515,1,2,15,51,1,1.6500000000000001,2.97,0.99,0
5516,0,2,5,78,5,3.6300000000000003,2.64,2.31,0
5517,0,1,80,67,2,2.64,3.6300000000000003,1.32,0
5518,1,3,84,42,1,5.61,2.31,1.32,0
5519,1,3,54,20,4,2.4000000000000004,1.6,0.4,0
5520,1,2,61,50,4,4.62,0.99,0.33,0
5521,1,1,7,8,4,5.94,2.64,1.32,0
5522,1,3,38,45,4,1.5,0.0,0.0,0
5523,1,3,74,82,2,2.31,0.33,0.33,0
5524,1,3,7,8,2,0.0,0.66,0.33,0
5525,0,2,94,86,5,3.96,0.99,1.6500000000000001,0
5526,1,2,34,58,1,1.6500000000000001,1.98,0.66,0
5527,0,3,3,2,1,0.66,0.66,0.66,0
5528,1,3,28,63,2,2.31,6.930000000000001,0.66,0
5529,1,3,36,69,5,2.64,5.94,1.32,0
5530,1,3,83,1,4,4.29,1.32,0.66,0
5531,0,1,17,13,5,2.31,3.96,2.64,0
5532,1,2,2,4,3,3.6300000000000003,6.2700000000000005,2.31,0
5533,1,3,79,99,1,4.0,0.0,0.0,0
5534,0,3,10,14,5,1.0,2.0,0.0,1
5535,1,3,36,54,5,2.97,2.64,0.66,0
5536,1,1,34,55,5,4.62,2.97,0.66,0
5537,0,2,93,46,4,5.94,1.32,1.6500000000000001,0
5538,1,2,87,81,1,1.98,2.31,1.6500000000000001,0
5539,1,1,21,56,4,1.0,0.0,0.5,0
5540,1,3,67,65,2,4.95,1.98,1.32,0
5541,1,3,4,9,1,1.32,0.33,0.33,0
5542,0,3,46,47,5,5.94,0.66,2.64,0
5543,1,2,59,65,5,0.99,3.96,0.66,0
5544,0,2,84,58,1,3.0,0.5,0.5,0
5545,1,3,45,60,4,2.4000000000000004,1.6,0.4,0
5546,0,3,27,26,4,0.66,3.3000000000000003,1.32,0
5547,1,3,78,66,2,2.64,2.31,1.32,0
5548,1,2,89,8,1,4.62,2.64,0.99,0
5549,0,3,5,15,5,1.32,0.99,0.66,0
5550,0,3,5,1,2,0.33,0.99,0.66,0
5551,1,2,30,83,4,1.6500000000000001,0.66,0.0,0
5552,1,3,40,59,5,3.3000000000000003,1.32,0.33,0
5553,0,3,7,8,5,0.33,0.99,0.66,0
5554,1,3,89,5,4,0.99,6.6000000000000005,2.64,0
5555,0,3,92,43,1,0.4,0.4,0.8,0
5556,1,3,8,92,1,4.29,0.33,0.99,0
5557,1,3,41,81,2,4.62,0.66,2.97,0
5558,1,2,21,51,3,1.0,0.5,0.0,0
5559,1,3,9,12,1,0.66,0.99,0.33,0
5560,1,3,34,85,1,4.62,2.31,0.66,0
5561,0,1,89,64,4,4.95,1.98,1.6500000000000001,0
5562,1,3,69,50,1,3.96,0.99,0.66,0
5563,1,3,26,54,5,4.62,2.31,1.32,0
5564,0,3,27,64,2,2.0,2.0,1.0,0
5565,1,3,41,78,1,3.96,2.31,0.66,0
5566,0,3,18,16,5,1.98,3.96,1.6500000000000001,0
5567,1,2,11,73,4,1.32,0.33,0.0,0
5568,1,3,72,63,2,3.6300000000000003,2.64,1.6500000000000001,0
5569,0,1,46,1,4,5.61,5.94,1.32,0
5570,0,3,28,6,5,4.0,2.0,0.0,1
5571,0,3,26,13,5,1.0,2.0,0.0,1
5572,1,3,78,67,1,0.0,0.0,0.33,0
5573,1,3,7,3,1,0.0,0.99,0.66,0
5574,0,1,58,65,1,2.5,1.0,0.0,0
5575,1,2,16,18,4,3.96,5.94,1.6500000000000001,0
5576,1,1,0,10,2,1.0,1.0,0.0,1
5577,1,2,26,52,4,1.5,0.5,0.0,0
5578,1,2,59,54,3,1.6500000000000001,2.64,0.66,0
5579,0,2,8,5,5,8.25,2.31,1.6500000000000001,0
5580,1,3,34,47,4,0.0,0.5,0.0,0
5581,1,3,18,79,5,3.3000000000000003,2.97,0.66,0
5582,1,3,60,39,1,0.99,1.6500000000000001,0.33,0
5583,0,3,51,52,4,1.5,2.0,0.5,0
5584,1,1,49,79,2,2.31,2.64,1.6500000000000001,0
5585,1,2,18,2,4,2.64,2.64,1.98,0
5586,0,3,57,76,4,2.8000000000000003,1.2000000000000002,1.2000000000000002,0
5587,0,3,45,43,4,1.98,5.94,0.33,0
5588,1,3,54,25,3,0.5,1.0,0.0,0
5589,1,2,56,9,4,2.64,2.31,0.66,0
5590,0,3,11,27,5,8.25,4.29,1.6500000000000001,0
5591,1,3,71,34,3,1.32,0.66,1.32,0
5592,1,1,17,19,5,3.0,0.0,1.0,1
5593,1,1,68,52,1,4.95,1.6500000000000001,1.32,0
5594,1,3,5,58,2,1.2000000000000002,0.0,0.0,0
5595,0,2,1,13,1,0.66,0.33,0.66,0
5596,1,1,73,7,5,2.64,4.29,2.31,0
5597,1,3,59,64,1,2.64,1.98,0.66,0
5598,0,3,91,15,1,0.4,0.8,0.8,0
5599,0,3,7,6,1,1.32,0.33,0.66,0
5600,1,3,43,78,1,1.6500000000000001,1.6500000000000001,1.6500000000000001,0
5601,1,3,37,51,4,2.0,0.0,0.5,0
5602,1,1,54,26,1,0.0,0.0,0.0,0
5603,1,3,4,3,1,0.0,0.99,0.66,0
5604,0,2,16,27,4,4.95,5.28,2.31,0
5605,1,1,69,71,2,2.64,2.64,0.66,0
5606,0,3,8,15,2,1.32,0.66,0.33,0
5607,1,2,44,70,2,1.6500000000000001,2.64,0.66,0
5608,0,3,5,4,5,0.99,0.99,0.66,0
5609,0,2,8,4,5,4.95,0.99,2.64,0
5610,1,2,25,20,4,0.0,0.8,0.0,0
5611,0,2,99,77,5,3.0,2.0,0.5,0
5612,1,1,16,36,4,3.0,0.0,0.0,1
5613,1,2,8,18,5,2.0,1.0,1.0,1
5614,1,2,70,66,1,0.66,2.97,2.64,0
5615,0,1,4,8,5,7.92,2.97,1.32,0
5616,1,2,18,42,1,2.64,1.32,0.66,0
5617,1,3,73,69,1,2.31,1.98,1.32,0
5618,0,3,7,15,1,0.33,0.99,0.66,0
5619,0,3,98,98,5,2.8000000000000003,0.4,0.8,0
5620,1,2,1,11,5,0.0,0.99,0.33,0
5621,0,2,60,61,5,3.3000000000000003,3.6300000000000003,0.66,0
5622,1,3,20,59,3,5.61,2.64,1.32,0
5623,0,1,40,97,2,2.64,7.92,1.98,0
5624,1,2,22,93,5,0.4,1.6,0.0,0
5625,1,2,2,15,5,2.0,0.0,1.0,1
5626,1,2,13,11,5,3.3000000000000003,2.31,2.64,0
5627,1,3,77,72,2,3.96,2.64,1.6500000000000001,0
5628,0,2,17,33,5,3.0,0.0,1.0,1
5629,1,2,3,12,1,0.33,0.33,0.33,0
5630,1,3,27,36,1,0.0,0.5,0.0,0
5631,1,1,41,21,1,0.99,0.99,0.33,0
5632,0,1,2,6,4,3.6300000000000003,2.64,1.32,0
5633,1,3,16,54,2,4.29,1.98,0.66,0
5634,0,3,2,7,2,0.33,0.99,0.33,0
5635,0,2,92,59,1,0.99,1.98,0.99,0
5636,1,3,19,20,4,6.6000000000000005,1.98,2.64,0
5637,1,3,84,47,5,3.3000000000000003,2.64,0.0,0
5638,1,2,15,1,4,3.0,0.0,1.0,1
5639,1,1,2,9,5,3.0,1.0,0.0,1
5640,1,3,98,75,2,4.29,2.31,1.32,0
5641,1,3,59,26,2,0.0,1.0,0.0,0
5642,0,3,18,10,1,4.0,0.4,0.8,0
5643,0,2,62,92,1,4.62,2.64,0.66,0
5644,0,3,3,6,1,0.0,0.99,0.33,0
5645,1,1,23,22,5,3.0,0.0,0.0,1
5646,0,3,8,8,1,0.66,0.99,0.66,0
5647,0,3,15,35,5,3.0,2.0,1.0,1
5648,1,2,17,72,1,5.61,2.31,0.99,0
5649,0,2,17,7,5,3.0,0.0,0.0,1
5650,0,3,4,23,5,6.6000000000000005,1.6500000000000001,2.31,0
5651,1,1,93,36,1,0.0,0.4,0.0,0
5652,0,2,4,4,1,0.33,0.33,0.66,0
5653,1,1,63,73,1,3.96,2.97,1.6500000000000001,0
5654,0,2,13,2,4,3.3000000000000003,2.64,1.6500000000000001,0
5655,1,3,18,68,5,4.62,2.97,1.32,0
5656,0,3,50,19,1,0.0,0.0,0.4,0
5657,1,3,1,22,5,4.62,4.62,1.32,0
5658,1,2,84,46,1,4.62,1.98,0.33,0
5659,1,2,65,54,2,5.61,2.64,0.99,0
5660,1,1,7,18,5,3.96,4.29,1.6500000000000001,0
5661,0,3,7,6,1,1.32,0.66,0.66,0
5662,0,3,6,10,1,0.66,0.33,0.66,0
5663,1,1,6,82,1,2.64,6.930000000000001,0.33,0
5664,1,3,1,14,5,1.32,0.33,0.66,0
5665,0,3,9,12,2,0.99,0.33,0.33,0
5666,1,3,57,56,3,0.5,0.5,0.0,0
5667,1,3,49,72,1,1.98,2.31,1.32,0
5668,1,2,18,23,5,2.64,4.62,1.6500000000000001,0
5669,1,3,57,26,4,0.0,0.5,0.0,0
5670,1,2,64,57,1,3.6300000000000003,2.97,1.32,0
5671,1,3,79,67,1,3.96,1.98,1.32,0
5672,1,3,7,29,5,7.590000000000001,5.28,2.64,0
5673,0,2,72,47,3,0.99,4.62,1.98,0
5674,1,2,38,95,1,2.64,2.31,0.99,0
5675,1,1,7,10,4,9.24,2.31,1.98,0
5676,1,3,14,27,5,9.57,3.96,1.6500000000000001,0
5677,1,3,77,51,1,2.5,0.5,0.5,0
5678,0,3,91,96,1,5.28,0.99,1.32,0
5679,0,2,71,45,3,1.6500000000000001,7.92,0.33,0
5680,1,3,16,10,3,4.0,2.0,0.0,1
5681,0,2,16,9,4,2.64,1.32,1.32,0
5682,0,3,1,6,5,1.32,0.66,0.33,0
5683,0,3,75,72,4,1.6,1.6,0.8,0
5684,1,2,14,16,4,1.32,5.94,1.6500000000000001,0
5685,1,3,5,14,5,0.0,0.66,0.66,0
5686,1,1,41,45,4,1.0,0.5,0.0,0
5687,1,1,29,59,5,0.0,1.0,1.0,1
5688,0,3,41,52,3,0.5,1.5,1.0,0
5689,0,2,75,26,1,3.3000000000000003,2.64,1.6500000000000001,0
5690,1,2,89,55,1,3.6300000000000003,0.33,0.66,0
5691,0,3,94,70,1,3.3000000000000003,2.97,0.33,0
5692,1,3,84,18,2,2.97,1.6500000000000001,1.32,0
5693,0,1,1,28,4,9.57,1.6500000000000001,2.64,0
5694,0,3,5,8,2,1.32,0.33,0.66,0
5695,0,1,4,8,5,4.95,1.32,1.32,0
5696,1,1,50,6,3,2.97,0.99,0.33,0
5697,1,2,64,79,2,1.98,2.64,1.32,0
5698,0,2,2,16,2,1.32,0.66,0.33,0
5699,1,2,54,36,3,0.5,1.0,0.0,0
5700,0,3,3,30,5,1.98,1.6500000000000001,0.66,0
5701,1,3,60,78,5,1.6500000000000001,1.6500000000000001,1.32,0
5702,0,3,7,9,1,0.0,0.33,0.33,0
5703,1,2,14,12,3,3.0,1.0,0.0,1
5704,1,2,53,58,1,0.5,1.0,0.5,0
5705,0,2,3,11,5,0.0,0.66,0.66,0
5706,0,2,50,55,5,5.28,0.66,1.6500000000000001,0
5707,1,3,5,2,2,5.61,3.6300000000000003,0.33,0
5708,1,3,34,72,2,3.3000000000000003,2.97,0.66,0
5709,1,2,66,70,2,4.62,2.64,0.66,0
5710,0,3,14,8,2,0.0,0.0,0.0,1
5711,1,3,21,46,3,0.0,1.0,1.0,1
5712,1,3,87,55,1,3.6300000000000003,2.64,1.6500000000000001,0
5713,0,1,15,20,4,8.25,0.99,1.6500000000000001,0
5714,1,1,24,36,5,4.0,0.0,1.0,1
5715,0,3,2,6,1,1.32,0.99,0.33,0
5716,1,2,53,81,4,2.31,1.32,0.33,0
5717,0,1,9,19,5,6.2700000000000005,2.64,1.32,0
5718,1,2,60,72,1,3.3000000000000003,0.99,0.99,0
5719,1,3,43,95,5,0.99,2.31,0.99,0
5720,0,3,8,4,1,0.0,0.33,0.66,0
5721,1,3,90,46,3,3.3000000000000003,2.64,1.32,0
