,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout,test 1_numeric,test 2_numeric,test 3_numeric,ind cw_numeric,group cw_numeric,final grade_numeric,attendance_rate,forum_engagement,engagement_score,engagement_level
5976,1,third,8,1,A,2.0,39.0,C,45.0,B,22.0,A,A,D,4,1,1,0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,5,0.5541371158392435,low
5977,1,second,80,78,A,85.0,88.0,B,5.0,F,31.0,F,D,A,11,9,3,0,4.0,3.0,0.0,0.0,1.0,4.0,1.0,20,0.6943262411347517,medium
5978,0,third,10,85,A,7.0,97.0,A,91.0,B,38.0,A,A,C,18,3,2,0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,21,0.6784869976359338,medium
5979,1,first,25,69,C,74.0,61.0,B,51.0,B,66.0,B,F,F,7,8,3,0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,15,0.6624113475177305,medium
5980,1,second,0,9,D,57.0,12.0,D,31.0,D,17.0,D,D,C,1,4,0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5,0.5319148936170213,low
5981,0,first,15,4,F,21.0,43.0,D,74.0,C,57.0,F,A,A,21,10,8,0,0.0,1.0,2.0,0.0,4.0,4.0,1.0,31,0.8756501182033097,high
5982,1,second,8,2,B,13.0,30.0,F,40.0,D,22.0,B,C,B,4,1,1,0,3.0,0.0,1.0,3.0,2.0,3.0,1.0,5,0.5541371158392435,low
5983,1,third,6,1,D,25.0,89.0,F,64.0,C,5.0,F,B,F,3,3,2,1,1.0,0.0,2.0,0.0,3.0,0.0,1.0,6,0.5827423167848699,low
5984,1,first,33,38,B,1.0,56.0,C,,,,,,,1,1,0,1,3.0,2.0,,,,,0.6666666666666666,2,0.34609929078014184,very low
5985,0,first,14,13,F,98.0,56.0,B,63.0,F,91.0,A,B,C,3,13,9,0,0.0,3.0,0.0,4.0,3.0,2.0,1.0,16,0.8021276595744682,high
5986,1,second,50,41,F,34.0,0.0,B,26.0,F,,,,,3,3,0,1,0.0,3.0,0.0,,,,0.8333333333333334,6,0.4549645390070922,very low
5987,1,third,59,44,B,41.0,20.0,B,76.0,C,69.0,F,D,A,4,16,3,0,3.0,3.0,2.0,0.0,1.0,4.0,1.0,20,0.6943262411347517,medium
5988,1,third,8,3,B,13.0,22.0,C,39.0,D,21.0,D,F,D,3,1,2,0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,4,0.5699763593380615,low
5989,1,second,58,1,F,14.0,76.0,F,71.0,B,32.0,B,D,F,11,6,6,0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,17,0.7418439716312056,high
5990,1,first,3,13,F,,,,,,,,,,1,1,0,1,0.0,,,,,,0.3333333333333333,2,0.17943262411347516,very low
5991,0,second,85,96,C,60.0,27.0,F,79.0,F,,,,,8,1,2,1,2.0,0.0,0.0,,,,0.8333333333333334,9,0.5185579196217494,low
5992,0,second,4,13,F,33.0,54.0,D,84.0,F,21.0,B,B,C,22,15,8,0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,37,0.9139479905437353,high
5993,0,second,8,9,A,5.0,10.0,D,26.0,D,23.0,C,A,A,4,3,1,0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,7,0.566903073286052,low
5994,1,third,3,7,F,32.0,46.0,D,69.0,A,78.0,A,B,B,24,16,5,0,0.0,1.0,4.0,4.0,3.0,3.0,1.0,40,0.8664302600472813,high
5995,1,third,9,48,B,14.0,43.0,B,85.0,D,,,,,9,1,1,1,3.0,3.0,1.0,,,,0.8333333333333334,10,0.5027186761229314,low
5996,0,first,82,99,F,17.0,57.0,D,42.0,C,4.0,D,A,A,15,20,6,0,0.0,1.0,2.0,1.0,4.0,4.0,1.0,35,0.8567375886524822,high
5997,1,first,3,1,F,48.0,53.0,C,64.0,C,67.0,C,F,A,14,6,4,0,0.0,2.0,2.0,2.0,0.0,4.0,1.0,20,0.716548463356974,medium
5998,0,second,71,36,D,65.0,42.0,C,65.0,F,39.0,A,B,B,9,9,3,0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,18,0.6815602836879433,medium
5999,0,second,8,27,D,23.0,50.0,D,51.0,B,63.0,C,D,B,10,14,4,0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,24,0.742080378250591,high
6000,0,first,16,16,D,47.0,33.0,D,75.0,C,62.0,A,A,C,14,3,4,0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,17,0.6973995271867612,medium
6001,0,second,57,84,D,86.0,45.0,D,18.0,B,64.0,A,F,C,2,19,1,0,1.0,1.0,3.0,4.0,0.0,2.0,1.0,21,0.6562647754137116,medium
6002,1,second,82,22,D,52.0,30.0,C,51.0,C,4.0,C,B,F,3,1,2,1,1.0,2.0,2.0,2.0,3.0,0.0,1.0,4,0.5699763593380615,low
6003,0,third,13,16,D,37.0,44.0,D,87.0,B,39.0,C,F,A,12,13,8,0,1.0,1.0,3.0,2.0,0.0,4.0,1.0,25,0.8373522458628841,high
6004,1,third,9,13,A,11.0,17.0,B,38.0,D,21.0,A,B,C,0,2,1,0,4.0,3.0,1.0,4.0,3.0,2.0,1.0,2,0.5349881796690308,low
6005,1,third,63,70,D,46.0,6.0,A,65.0,A,54.0,F,D,D,4,6,3,0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,10,0.6304964539007092,medium
6006,1,first,70,69,C,50.0,26.0,A,14.0,B,38.0,F,A,D,8,7,1,0,2.0,4.0,3.0,0.0,4.0,1.0,1.0,15,0.6179669030732861,low
6007,0,second,79,81,F,72.0,84.0,D,,,,,,,1,3,1,1,0.0,1.0,,,,,0.6666666666666666,4,0.3810874704491725,very low
6008,0,first,14,10,F,40.0,53.0,C,71.0,B,32.0,A,B,C,19,11,4,0,0.0,2.0,3.0,4.0,3.0,2.0,1.0,30,0.7803782505910165,high
6009,1,third,76,94,A,69.0,19.0,D,22.0,F,,,,,0,1,0,1,4.0,1.0,0.0,,,,0.8333333333333334,1,0.42304964539007095,very low
6010,1,second,27,69,D,43.0,50.0,F,36.0,D,20.0,B,A,D,0,3,2,1,1.0,0.0,1.0,3.0,4.0,1.0,1.0,3,0.5635933806146571,low
6011,0,second,69,53,A,89.0,43.0,D,,,,,,,5,0,1,1,4.0,1.0,,,,,0.6666666666666666,5,0.3874704491725768,very low
6012,0,second,74,59,A,71.0,43.0,A,9.0,B,72.0,C,B,F,3,9,4,0,4.0,4.0,3.0,2.0,3.0,0.0,1.0,12,0.66548463356974,medium
6013,1,first,20,36,D,6.0,4.0,F,,,,,,,4,0,0,1,1.0,0.0,,,,,0.6666666666666666,4,0.3588652482269503,very low
6014,1,first,18,95,A,55.0,76.0,F,45.0,D,37.0,F,D,D,8,4,0,1,4.0,0.0,1.0,0.0,1.0,1.0,1.0,12,0.5765957446808511,low
6015,1,third,27,78,C,81.0,49.0,A,30.0,F,60.0,F,F,D,10,6,9,0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,16,0.8021276595744682,high
6016,1,second,12,41,D,40.0,7.0,F,21.0,D,,,,,3,3,1,1,1.0,0.0,1.0,,,,0.8333333333333334,6,0.4771867612293144,very low
6017,0,first,4,23,D,41.0,44.0,D,59.0,C,91.0,F,A,B,15,18,4,0,1.0,1.0,2.0,0.0,4.0,3.0,1.0,33,0.7995271867612294,high
6018,0,third,25,53,D,86.0,44.0,F,,,,,,,5,0,2,1,1.0,0.0,,,,,0.6666666666666666,5,0.40969267139479904,very low
6019,1,third,43,54,D,33.0,9.0,C,,,,,,,0,1,0,1,1.0,2.0,,,,,0.6666666666666666,1,0.3397163120567376,very low
6020,0,second,63,50,D,40.0,28.0,F,,,,,,,7,1,0,1,1.0,0.0,,,,,0.6666666666666666,8,0.3843971631205674,very low
6021,0,second,8,2,A,7.0,40.0,D,31.0,B,20.0,A,F,C,2,1,1,0,4.0,1.0,3.0,4.0,0.0,2.0,1.0,3,0.541371158392435,low
6022,0,second,3,24,D,44.0,30.0,C,81.0,B,47.0,C,B,B,22,7,4,0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,29,0.7739952718676123,high
6023,1,third,21,18,A,81.0,52.0,A,68.0,B,4.0,A,A,C,10,0,1,1,4.0,4.0,3.0,4.0,4.0,2.0,1.0,10,0.5860520094562648,low
6024,1,second,36,60,B,81.0,13.0,C,28.0,D,83.0,D,A,A,19,9,6,0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,28,0.8120567375886525,high
6025,1,first,48,95,C,30.0,97.0,C,33.0,A,36.0,A,C,F,8,6,1,1,2.0,2.0,4.0,4.0,2.0,0.0,1.0,14,0.6115839243498818,low
6026,1,first,44,54,D,10.0,13.0,D,,,,,,,0,1,1,1,1.0,1.0,,,,,0.6666666666666666,1,0.3619385342789598,very low
6027,1,first,11,4,F,,,,,,,,,,1,0,1,1,0.0,,,,,,0.3333333333333333,1,0.19527186761229315,very low
6028,1,first,48,34,D,13.0,83.0,D,99.0,F,86.0,C,A,D,19,15,6,0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,34,0.850354609929078,high
6029,0,third,3,14,B,1.0,47.0,A,33.0,B,29.0,F,A,C,2,3,1,0,3.0,4.0,3.0,0.0,4.0,2.0,1.0,5,0.5541371158392435,low
6030,1,first,65,57,F,77.0,73.0,B,15.0,F,97.0,F,F,F,8,8,2,0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,16,0.6465721040189125,medium
6031,1,first,24,29,B,23.0,24.0,A,1.0,C,30.0,D,C,D,10,2,1,1,3.0,4.0,2.0,1.0,2.0,1.0,1.0,12,0.5988179669030733,low
6032,1,second,31,64,B,83.0,53.0,B,33.0,D,71.0,C,C,B,14,8,3,0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,22,0.7070921985815602,medium
6033,1,first,75,77,D,48.0,79.0,D,,,,,,,4,0,2,1,1.0,1.0,,,,,0.6666666666666666,4,0.40330969267139477,very low
6034,0,third,23,66,A,43.0,16.0,F,,,,,,,6,4,2,1,4.0,0.0,,,,,0.6666666666666666,10,0.4416075650118203,very low
6035,0,second,16,25,F,36.0,31.0,F,95.0,B,84.0,C,F,B,9,8,4,0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,17,0.6973995271867612,medium
6036,0,second,5,1,F,1.0,30.0,B,42.0,D,20.0,D,A,D,0,1,2,0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,1,0.5508274231678486,low
6037,0,second,1,14,B,13.0,16.0,B,45.0,A,24.0,D,A,D,2,2,1,0,3.0,3.0,4.0,1.0,4.0,1.0,1.0,4,0.5477541371158393,low
6038,0,third,9,3,F,10.0,56.0,D,48.0,F,25.0,B,F,B,3,3,2,0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,6,0.5827423167848699,low
6039,0,second,72,52,A,75.0,98.0,D,58.0,B,22.0,D,B,A,8,3,2,0,4.0,1.0,3.0,1.0,3.0,4.0,1.0,11,0.6146572104018913,low
6040,1,second,15,16,F,30.0,44.0,F,63.0,C,66.0,C,B,B,19,13,5,0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,32,0.8153664302600473,high
6041,1,first,75,8,F,81.0,42.0,F,78.0,A,39.0,C,A,F,9,10,7,0,0.0,0.0,4.0,2.0,4.0,0.0,1.0,19,0.7768321513002364,high
6042,1,third,27,1,D,,,,,,,,,,4,1,0,1,1.0,,,,,,0.3333333333333333,5,0.19858156028368792,very low
6043,0,third,8,1,A,10.0,53.0,C,30.0,D,25.0,B,A,C,2,3,2,0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,5,0.5763593380614657,low
6044,1,third,34,48,B,27.0,11.0,F,,,,,,,0,0,1,1,3.0,0.0,,,,,0.6666666666666666,0,0.3555555555555555,very low
6045,1,first,71,17,F,80.0,76.0,D,87.0,F,65.0,D,C,C,0,16,1,0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,16,0.6243498817966904,low
6046,1,second,73,40,A,58.0,57.0,A,15.0,B,22.0,C,B,F,12,11,3,0,4.0,4.0,3.0,2.0,3.0,0.0,1.0,23,0.7134751773049646,medium
6047,0,third,2,29,D,37.0,39.0,D,95.0,B,90.0,D,C,B,23,18,4,0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,41,0.8505910165484634,high
6048,1,second,5,6,F,58.0,36.0,D,79.0,B,35.0,A,D,D,29,3,8,0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,32,0.8820330969267139,high
6049,1,first,17,15,B,,,,,,,,,,1,1,1,1,3.0,,,,,,0.3333333333333333,2,0.20165484633569739,very low
6050,1,third,37,67,F,67.0,77.0,A,56.0,C,1.0,D,A,F,11,8,1,1,0.0,4.0,2.0,1.0,4.0,0.0,1.0,19,0.6434988179669031,medium
6051,1,third,98,17,D,59.0,28.0,A,39.0,D,26.0,D,A,D,12,0,3,1,1.0,4.0,1.0,1.0,4.0,1.0,1.0,12,0.6432624113475177,medium
6052,0,first,84,9,A,42.0,79.0,F,21.0,F,77.0,A,A,B,14,20,2,0,4.0,0.0,0.0,4.0,4.0,3.0,1.0,34,0.7614657210401891,high
6053,1,second,95,80,B,88.0,9.0,C,44.0,A,91.0,A,A,F,5,5,5,0,3.0,2.0,4.0,4.0,4.0,0.0,1.0,10,0.6749408983451537,medium
6054,1,second,6,6,F,22.0,75.0,B,62.0,C,,,,,1,2,0,1,0.0,3.0,2.0,,,,0.8333333333333334,3,0.4358156028368794,very low
6055,1,first,39,30,B,21.0,56.0,D,53.0,D,,,,,0,3,0,1,3.0,1.0,1.0,,,,0.8333333333333334,3,0.4358156028368794,very low
6056,1,third,52,68,A,52.0,68.0,A,62.0,D,81.0,A,D,B,6,6,3,0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,12,0.6432624113475177,medium
6057,1,first,12,79,A,69.0,34.0,A,98.0,A,88.0,C,F,D,8,9,5,0,4.0,4.0,4.0,2.0,0.0,1.0,1.0,17,0.7196217494089835,medium
6058,1,first,18,10,F,,,,,,,,,,1,0,0,1,0.0,,,,,,0.3333333333333333,1,0.17304964539007092,very low
6059,0,third,19,6,F,29.0,45.0,D,94.0,C,89.0,A,F,D,19,14,5,0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,33,0.8217494089834516,high
6060,0,third,8,10,A,11.0,36.0,A,24.0,A,25.0,A,D,D,2,3,2,0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,5,0.5763593380614657,low
6061,0,third,3,10,F,4.0,36.0,D,32.0,A,21.0,A,A,A,2,1,1,0,0.0,1.0,4.0,4.0,4.0,4.0,1.0,3,0.541371158392435,low
6062,0,third,87,11,D,25.0,60.0,A,29.0,C,19.0,A,A,B,2,22,6,0,1.0,4.0,2.0,4.0,4.0,3.0,1.0,24,0.7865248226950354,high
6063,1,first,50,34,B,45.0,11.0,F,,,,,,,1,1,0,1,3.0,0.0,,,,,0.6666666666666666,2,0.34609929078014184,very low
6064,0,first,10,18,F,38.0,49.0,C,60.0,B,77.0,A,C,D,16,6,4,0,0.0,2.0,3.0,4.0,2.0,1.0,1.0,22,0.7293144208037825,high
6065,1,third,4,13,A,3.0,14.0,A,46.0,A,28.0,A,B,C,1,2,2,0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3,0.5635933806146571,low
6066,1,first,99,59,A,54.0,5.0,C,16.0,F,86.0,A,A,B,9,7,3,0,4.0,2.0,0.0,4.0,4.0,3.0,1.0,16,0.6687943262411348,medium
6067,1,first,22,38,A,39.0,57.0,F,,,,,,,4,1,1,1,4.0,0.0,,,,,0.6666666666666666,5,0.3874704491725768,very low
6068,0,second,73,59,D,81.0,8.0,A,89.0,C,44.0,C,A,C,14,18,9,0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,32,0.9042553191489362,high
6069,1,third,38,50,C,92.0,70.0,C,84.0,F,87.0,B,F,A,12,6,2,0,2.0,2.0,0.0,3.0,0.0,4.0,1.0,18,0.659338061465721,medium
6070,0,third,7,10,A,5.0,14.0,B,29.0,A,25.0,A,A,C,4,2,1,0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,6,0.5605200945626477,low
6071,0,third,4,3,A,8.0,37.0,B,29.0,D,26.0,A,C,A,0,3,1,0,4.0,3.0,1.0,4.0,2.0,4.0,1.0,3,0.541371158392435,low
6072,0,third,66,44,A,66.0,26.0,D,5.0,B,99.0,C,D,A,18,11,4,0,4.0,1.0,3.0,2.0,1.0,4.0,1.0,29,0.7739952718676123,high
6073,0,third,95,48,A,90.0,19.0,A,78.0,C,57.0,F,F,D,15,9,1,0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,24,0.6754137115839244,medium
6074,1,second,63,66,C,58.0,81.0,A,18.0,F,85.0,A,A,A,16,6,2,0,2.0,4.0,0.0,4.0,4.0,4.0,1.0,22,0.684869976359338,medium
6075,1,first,72,63,C,53.0,48.0,A,34.0,D,68.0,C,F,B,12,8,3,0,2.0,4.0,1.0,2.0,0.0,3.0,1.0,20,0.6943262411347517,medium
6076,1,third,52,53,A,70.0,61.0,C,29.0,A,87.0,F,F,D,15,7,2,0,4.0,2.0,4.0,0.0,0.0,1.0,1.0,22,0.684869976359338,medium
6077,0,second,14,3,D,24.0,43.0,C,59.0,A,99.0,A,D,B,20,18,8,0,1.0,2.0,4.0,4.0,1.0,3.0,1.0,38,0.9203309692671395,high
6078,0,third,7,14,B,4.0,46.0,A,33.0,A,23.0,A,C,B,3,3,2,0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,6,0.5827423167848699,low
6079,1,third,92,33,A,45.0,35.0,C,17.0,A,42.0,A,A,C,10,8,2,0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,18,0.659338061465721,medium
6080,1,second,44,39,A,47.0,12.0,F,,,,,,,0,0,0,1,4.0,0.0,,,,,0.6666666666666666,0,0.3333333333333333,very low
6081,1,third,91,65,D,54.0,68.0,A,57.0,A,55.0,A,A,A,5,4,4,0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,9,0.6463356973995272,medium
6082,1,first,90,31,C,78.0,66.0,F,45.0,A,81.0,A,C,C,15,5,2,0,2.0,0.0,4.0,4.0,2.0,2.0,1.0,20,0.6721040189125295,medium
6083,1,third,77,73,D,82.0,93.0,A,9.0,A,92.0,D,A,B,17,8,1,0,1.0,4.0,4.0,1.0,4.0,3.0,1.0,25,0.6817966903073286,medium
6084,1,second,99,66,B,45.0,21.0,B,8.0,A,54.0,D,C,A,7,11,3,0,3.0,3.0,4.0,1.0,2.0,4.0,1.0,18,0.6815602836879433,medium
6085,1,third,71,13,C,82.0,2.0,A,30.0,D,36.0,C,D,D,2,2,1,1,2.0,4.0,1.0,2.0,1.0,1.0,1.0,4,0.5477541371158393,low
6086,1,third,37,65,D,69.0,47.0,B,52.0,D,64.0,B,D,A,9,9,4,0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,18,0.7037825059101656,medium
6087,0,third,16,12,F,56.0,49.0,D,80.0,A,47.0,F,D,A,22,5,4,0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,27,0.7612293144208038,high
6088,1,second,24,42,A,27.0,14.0,F,,,,,,,0,1,1,1,4.0,0.0,,,,,0.6666666666666666,1,0.3619385342789598,very low
6089,0,second,4,12,B,11.0,19.0,D,45.0,A,29.0,F,A,C,3,3,2,0,3.0,1.0,4.0,0.0,4.0,2.0,1.0,6,0.5827423167848699,low
6090,1,third,48,11,B,38.0,6.0,D,49.0,B,35.0,F,F,D,4,0,3,1,3.0,1.0,3.0,0.0,0.0,1.0,1.0,4,0.5921985815602837,low
6091,1,third,73,65,B,97.0,54.0,B,97.0,F,58.0,A,F,A,5,8,2,0,3.0,3.0,0.0,4.0,0.0,4.0,1.0,13,0.6274231678486997,medium
6092,1,first,63,61,A,91.0,45.0,A,54.0,F,84.0,A,A,B,13,7,2,0,4.0,4.0,0.0,4.0,4.0,3.0,1.0,20,0.6721040189125295,medium
6093,1,third,73,11,F,1.0,17.0,B,6.0,B,81.0,D,F,C,9,13,1,0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,22,0.6626477541371159,medium
6094,1,second,73,67,D,88.0,20.0,F,81.0,F,12.0,A,C,F,18,1,6,0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,19,0.7546099290780142,high
6095,1,third,1,2,B,4.0,8.0,B,27.0,B,24.0,D,A,A,4,2,1,0,3.0,3.0,3.0,1.0,4.0,4.0,1.0,6,0.5605200945626477,low
6096,1,first,63,67,B,91.0,64.0,C,0.0,B,68.0,F,F,A,5,8,2,0,3.0,2.0,3.0,0.0,0.0,4.0,1.0,13,0.6274231678486997,medium
6097,0,third,9,11,A,9.0,57.0,C,31.0,B,27.0,A,A,A,2,2,2,0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,4,0.5699763593380615,low
6098,1,third,13,53,F,,,,,,,,,,1,0,0,1,0.0,,,,,,0.3333333333333333,1,0.17304964539007092,very low
6099,0,third,78,88,A,21.0,2.0,A,92.0,F,,,,,4,3,3,1,4.0,4.0,0.0,,,,0.8333333333333334,7,0.5280141843971632,low
6100,1,second,5,13,F,,,,,,,,,,1,0,1,1,0.0,,,,,,0.3333333333333333,1,0.19527186761229315,very low
6101,1,third,3,87,D,77.0,16.0,F,9.0,C,11.0,F,D,C,7,4,2,1,1.0,0.0,2.0,0.0,1.0,2.0,1.0,11,0.6146572104018913,low
6102,1,third,10,55,D,89.0,4.0,A,50.0,D,0.0,F,F,D,1,3,1,1,1.0,4.0,1.0,0.0,0.0,1.0,1.0,4,0.5477541371158393,low
6103,1,third,43,55,B,81.0,57.0,B,10.0,A,53.0,D,A,B,9,7,2,0,3.0,3.0,4.0,1.0,4.0,3.0,1.0,16,0.6465721040189125,medium
6104,0,third,2,3,A,3.0,22.0,A,34.0,D,28.0,B,A,D,4,2,1,0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,6,0.5605200945626477,low
6105,0,third,14,26,F,37.0,35.0,D,71.0,B,64.0,A,C,C,14,17,5,0,0.0,1.0,3.0,4.0,2.0,2.0,1.0,31,0.8089834515366431,high
6106,0,third,33,68,B,4.0,63.0,D,,,,,,,1,1,2,1,3.0,1.0,,,,,0.6666666666666666,2,0.3905437352245863,very low
6107,1,third,51,41,A,52.0,1.0,F,,,,,,,0,0,1,1,4.0,0.0,,,,,0.6666666666666666,0,0.3555555555555555,very low
6108,0,first,6,27,F,36.0,53.0,F,50.0,D,25.0,C,D,C,14,17,4,0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,31,0.7867612293144208,high
6109,0,second,10,28,D,44.0,44.0,F,95.0,A,32.0,C,A,B,26,8,5,0,1.0,0.0,4.0,2.0,4.0,3.0,1.0,34,0.8281323877068558,high
6110,1,third,53,78,B,60.0,54.0,B,64.0,F,83.0,B,F,A,16,7,5,0,3.0,3.0,0.0,3.0,0.0,4.0,1.0,23,0.7579196217494091,high
6111,1,first,15,29,F,21.0,34.0,F,13.0,F,21.0,D,C,C,13,1,2,1,0.0,0.0,0.0,1.0,2.0,2.0,1.0,14,0.633806146572104,medium
6112,0,second,6,12,A,2.0,33.0,C,49.0,A,20.0,A,A,D,1,1,1,0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,2,0.5349881796690308,low
6113,0,third,1,23,C,99.0,39.0,C,71.0,F,,,,,11,4,1,1,2.0,2.0,0.0,,,,0.8333333333333334,15,0.5346335697399528,low
6114,0,second,63,62,A,70.0,24.0,A,58.0,A,49.0,A,D,D,8,5,3,0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,13,0.6496453900709219,medium
6115,1,second,45,27,D,76.0,46.0,D,82.0,B,62.0,F,F,A,5,22,1,0,1.0,1.0,3.0,0.0,0.0,4.0,1.0,27,0.6945626477541371,medium
6116,1,third,84,12,A,15.0,41.0,D,12.0,D,37.0,C,F,D,3,0,3,1,4.0,1.0,1.0,2.0,0.0,1.0,1.0,3,0.5858156028368794,low
6117,1,second,65,98,A,87.0,17.0,C,51.0,B,36.0,A,F,A,8,5,1,0,4.0,2.0,3.0,4.0,0.0,4.0,1.0,13,0.6052009456264775,low
6118,1,first,69,13,B,19.0,47.0,F,13.0,C,,,,,3,1,0,1,3.0,0.0,2.0,,,,0.8333333333333334,4,0.4421985815602837,very low
6119,1,second,25,96,A,4.0,47.0,D,14.0,F,30.0,A,B,F,8,0,0,1,4.0,1.0,0.0,4.0,3.0,0.0,1.0,8,0.551063829787234,low
6120,0,third,87,95,A,60.0,99.0,A,59.0,A,57.0,C,A,C,11,11,2,0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,22,0.684869976359338,medium
6121,1,first,87,58,B,68.0,74.0,A,34.0,D,1.0,F,A,D,2,8,2,0,3.0,4.0,1.0,0.0,4.0,1.0,1.0,10,0.6082742316784869,low
6122,1,third,55,18,C,64.0,9.0,A,68.0,C,99.0,A,A,D,18,10,6,0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,28,0.8120567375886525,high
6123,0,second,3,3,F,5.0,42.0,D,42.0,A,25.0,B,C,C,2,3,2,0,0.0,1.0,4.0,3.0,2.0,2.0,1.0,5,0.5763593380614657,low
6124,0,second,3,2,A,13.0,38.0,B,41.0,D,22.0,A,C,D,2,2,1,0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,4,0.5477541371158393,low
6125,1,second,54,26,D,44.0,10.0,F,,,,,,,1,2,1,1,1.0,0.0,,,,,0.6666666666666666,3,0.37470449172576825,very low
6126,0,third,1,33,F,,,,,,,,,,3,1,0,1,0.0,,,,,,0.3333333333333333,4,0.1921985815602837,very low
6127,1,third,80,15,C,74.0,68.0,F,79.0,D,59.0,F,B,F,1,1,3,1,2.0,0.0,1.0,0.0,3.0,0.0,1.0,2,0.5794326241134752,low
6128,0,third,7,10,F,8.0,12.0,B,30.0,F,23.0,A,D,D,4,1,1,0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,5,0.5541371158392435,low
6129,0,second,13,26,B,,,,,,,,,,6,2,0,1,3.0,,,,,,0.3333333333333333,8,0.2177304964539007,very low
6130,1,third,38,88,C,22.0,81.0,A,66.0,D,,,,,8,0,1,1,2.0,4.0,1.0,,,,0.8333333333333334,8,0.48995271867612294,low
6131,1,third,75,76,D,59.0,21.0,A,78.0,C,43.0,A,A,C,13,9,3,0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,22,0.7070921985815602,medium
6132,1,second,53,52,C,65.0,17.0,F,,,,,,,0,2,1,1,2.0,0.0,,,,,0.6666666666666666,2,0.36832151300236404,very low
6133,1,third,1,27,D,27.0,39.0,B,96.0,D,22.0,C,B,C,25,11,8,0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,36,0.907565011820331,high
6134,1,third,6,2,A,12.0,45.0,D,29.0,A,27.0,F,A,C,2,3,1,0,4.0,1.0,4.0,0.0,4.0,2.0,1.0,5,0.5541371158392435,low
6135,1,third,52,38,D,53.0,22.0,F,,,,,,,1,1,0,1,1.0,0.0,,,,,0.6666666666666666,2,0.34609929078014184,very low
6136,0,third,78,4,A,32.0,33.0,C,84.0,D,,,,,2,4,1,1,4.0,2.0,1.0,,,,0.8333333333333334,6,0.4771867612293144,very low
6137,0,second,75,41,D,86.0,92.0,C,35.0,A,94.0,F,B,C,3,3,2,0,1.0,2.0,4.0,0.0,3.0,2.0,1.0,6,0.5827423167848699,low
6138,1,third,9,2,A,9.0,59.0,C,44.0,B,22.0,F,A,D,0,4,2,1,4.0,2.0,3.0,0.0,4.0,1.0,1.0,4,0.5699763593380615,low
6139,1,second,49,53,B,74.0,59.0,B,23.0,F,90.0,B,C,B,8,6,5,0,3.0,3.0,0.0,3.0,2.0,3.0,1.0,14,0.7004728132387708,medium
