,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout,test 1_numeric,test 2_numeric,test 3_numeric,ind cw_numeric,group cw_numeric,final grade_numeric,attendance_quality,attendance_rate,attendance_score,forum_engagement,engagement_score,last_test_before_dropout,avg_test_score,engagement_level
6132,1,second,53.0,52.0,C,65.0,17.0,F,,,,,,,0,2,1,1,2.0,0.0,,,,,0.4675,0.6666666666666666,0.31166666666666665,2,0.19082151300236405,0.0,,low
6133,1,third,1.0,27.0,D,27.0,39.0,B,96.0,D,22.0,C,B,C,25,11,8,0,1.0,3.0,1.0,2.0,3.0,2.0,0.35333333333333333,1.0,0.35333333333333333,36,0.5842316784869976,,1.6666666666666667,high
6134,1,third,6.0,2.0,A,12.0,45.0,D,29.0,A,27.0,F,A,C,2,3,1,0,4.0,1.0,4.0,0.0,4.0,2.0,0.2016666666666667,1.0,0.2016666666666667,5,0.15497044917257685,,3.0,very low
6135,1,third,52.0,38.0,D,53.0,22.0,F,,,,,,,1,1,0,1,1.0,0.0,,,,,0.4125,0.6666666666666666,0.27499999999999997,2,0.15026595744680848,0.0,,very low
6136,0,third,78.0,4.0,A,32.0,33.0,C,84.0,D,,,,,2,4,1,1,4.0,2.0,1.0,,,,0.462,0.8333333333333334,0.385,6,0.25302009456264773,1.0,,low
6137,0,second,75.0,41.0,D,86.0,92.0,C,35.0,A,94.0,F,B,C,3,3,2,0,1.0,2.0,4.0,0.0,3.0,2.0,0.705,1.0,0.705,6,0.43524231678486996,,2.3333333333333335,medium
6138,1,third,9.0,2.0,A,9.0,59.0,C,44.0,B,22.0,F,A,D,0,4,2,1,4.0,2.0,3.0,0.0,4.0,1.0,0.24166666666666667,1.0,0.24166666666666667,4,0.1908096926713948,3.0,,low
6139,1,second,49.0,53.0,B,74.0,59.0,B,23.0,F,90.0,B,C,B,8,6,5,0,3.0,3.0,0.0,3.0,2.0,3.0,0.58,1.0,0.58,14,0.4904728132387706,,2.0,medium
6140,0,second,92.0,93.0,F,49.0,78.0,F,37.0,F,56.0,B,A,A,13,4,1,0,0.0,0.0,0.0,3.0,4.0,4.0,0.675,1.0,0.675,17,0.46823286052009455,,0.0,medium
6141,1,second,16.0,58.0,A,36.0,20.0,A,46.0,C,,,,,3,3,0,1,4.0,4.0,2.0,,,,0.35200000000000004,0.8333333333333334,0.2933333333333334,6,0.18496453900709223,2.0,,low
6142,1,second,30.0,31.0,D,5.0,51.0,A,35.0,D,,,,,9,2,1,1,1.0,4.0,1.0,,,,0.304,0.8333333333333334,0.25333333333333335,11,0.21910165484633573,1.0,,low
6143,0,third,8.0,12.0,F,9.0,24.0,A,46.0,D,22.0,A,B,A,1,2,1,0,0.0,4.0,1.0,4.0,3.0,4.0,0.2016666666666667,1.0,0.2016666666666667,3,0.14220449172576832,,1.6666666666666667,very low
6144,1,first,26.0,25.0,B,,,,,,,,,,2,2,1,1,3.0,,,,,,0.255,0.3333333333333333,0.08499999999999999,4,0.09025413711583924,3.0,,very low
6145,1,third,53.0,69.0,F,82.0,12.0,B,33.0,D,,,,,4,0,1,1,0.0,3.0,1.0,,,,0.498,0.8333333333333334,0.41500000000000004,4,0.2552541371158393,1.0,,low
6146,1,first,64.0,98.0,C,42.0,66.0,B,22.0,D,24.0,F,C,F,5,4,2,1,2.0,3.0,1.0,0.0,2.0,0.0,0.5266666666666666,1.0,0.5266666666666666,9,0.3652245862884161,1.0,,low
6147,0,third,4.0,4.0,A,1.0,40.0,C,24.0,F,21.0,B,C,A,3,1,1,0,4.0,2.0,0.0,3.0,2.0,4.0,0.15666666666666665,1.0,0.15666666666666665,4,0.12608747044917257,,2.0,very low
6148,0,third,17.0,19.0,F,,,,,,,,,,5,2,1,1,0.0,,,,,,0.18,0.3333333333333333,0.06,7,0.09690307328605201,0.0,,very low
6149,1,third,7.0,7.0,A,12.0,38.0,C,37.0,D,28.0,B,B,B,1,3,2,0,4.0,2.0,1.0,3.0,3.0,3.0,0.215,1.0,0.215,4,0.17747635933806147,,2.3333333333333335,low
6150,0,third,75.0,88.0,B,69.0,48.0,F,2.0,D,1.0,F,A,C,9,9,5,0,3.0,0.0,1.0,0.0,4.0,2.0,0.4716666666666666,1.0,0.4716666666666666,18,0.461838061465721,,1.3333333333333333,medium
6151,0,second,46.0,25.0,A,67.0,28.0,D,84.0,B,44.0,C,C,A,14,10,3,0,4.0,1.0,3.0,2.0,2.0,4.0,0.49,1.0,0.49,24,0.4648581560283688,,2.6666666666666665,medium
6152,1,second,1.0,14.0,A,4.0,25.0,C,48.0,A,24.0,A,A,D,0,2,1,0,4.0,2.0,4.0,4.0,4.0,1.0,0.19333333333333333,1.0,0.19333333333333333,2,0.1316548463356974,,3.3333333333333335,very low
6153,1,third,59.0,59.0,B,78.0,70.0,C,77.0,B,99.0,C,F,B,14,5,5,0,3.0,2.0,3.0,2.0,0.0,3.0,0.7366666666666667,1.0,0.7366666666666667,19,0.6007210401891253,,2.6666666666666665,high
6154,0,second,31.0,4.0,D,19.0,75.0,F,85.0,B,76.0,F,C,D,10,16,1,0,1.0,0.0,3.0,0.0,2.0,1.0,0.48333333333333334,1.0,0.48333333333333334,26,0.4298463356973995,,1.3333333333333333,medium
6155,1,third,30.0,20.0,A,33.0,44.0,C,42.0,C,15.0,F,B,D,12,4,3,1,4.0,2.0,2.0,0.0,3.0,1.0,0.3066666666666667,1.0,0.3066666666666667,16,0.3221276595744681,2.0,,low
6156,0,second,14.0,21.0,F,56.0,40.0,C,68.0,C,42.0,F,D,A,19,3,5,0,0.0,2.0,2.0,0.0,1.0,4.0,0.4016666666666666,1.0,0.4016666666666666,22,0.452369976359338,,1.3333333333333333,medium
6157,1,third,79.0,67.0,A,70.0,4.0,A,6.0,B,20.0,A,A,D,12,4,2,0,4.0,4.0,3.0,4.0,4.0,1.0,0.41,1.0,0.41,16,0.35157210401891253,,3.6666666666666665,low
6158,1,first,13.0,17.0,D,47.0,31.0,C,67.0,B,45.0,A,C,B,23,14,7,0,1.0,2.0,3.0,4.0,2.0,3.0,0.36666666666666664,1.0,0.36666666666666664,37,0.5750591016548463,,2.0,high
6159,0,first,64.0,49.0,D,85.0,54.0,A,54.0,A,87.0,B,A,A,8,3,4,0,1.0,4.0,4.0,3.0,4.0,4.0,0.655,1.0,0.655,11,0.4866016548463357,,3.0,medium
6160,1,third,73.0,52.0,A,81.0,77.0,F,,,,,,,5,4,0,1,4.0,0.0,,,,,0.7075,0.6666666666666666,0.4716666666666667,9,0.29328014184397166,0.0,,low
6161,0,second,96.0,52.0,A,58.0,92.0,A,6.0,F,30.0,B,F,C,5,7,3,0,4.0,4.0,0.0,3.0,0.0,2.0,0.5566666666666666,1.0,0.5566666666666666,12,0.42159574468085104,,2.6666666666666665,medium
6162,0,second,93.0,91.0,B,62.0,48.0,C,9.0,C,83.0,C,F,A,19,9,2,0,3.0,2.0,2.0,2.0,0.0,4.0,0.6433333333333333,1.0,0.6433333333333333,28,0.5448345153664301,,2.3333333333333335,high
6163,1,first,67.0,93.0,F,75.0,33.0,F,63.0,F,1.0,C,F,C,6,4,4,0,0.0,0.0,0.0,2.0,0.0,2.0,0.5533333333333333,1.0,0.5533333333333333,10,0.4293853427895981,,0.0,medium
6164,1,third,8.0,14.0,F,4.0,9.0,D,35.0,A,24.0,A,C,A,3,3,2,0,0.0,1.0,4.0,4.0,2.0,4.0,0.15666666666666665,1.0,0.15666666666666665,6,0.1610756501182033,,1.6666666666666667,very low
6165,1,third,39.0,39.0,D,25.0,10.0,D,,,,,,,4,1,0,1,1.0,1.0,,,,,0.2825,0.6666666666666666,0.1883333333333333,5,0.12608156028368792,1.0,,very low
6166,1,second,12.0,52.0,A,69.0,47.0,A,2.0,B,92.0,F,F,A,11,5,5,0,4.0,4.0,3.0,0.0,0.0,4.0,0.45666666666666667,1.0,0.45666666666666667,16,0.4415721040189125,,3.6666666666666665,medium
6167,1,second,27.0,21.0,D,,,,,,,,,,2,1,1,1,1.0,,,,,,0.24,0.3333333333333333,0.07999999999999999,3,0.08137115839243499,1.0,,very low
6168,1,third,66.0,79.0,B,90.0,71.0,D,63.0,D,18.0,A,A,C,14,2,3,0,3.0,1.0,1.0,4.0,4.0,2.0,0.645,1.0,0.645,16,0.4912943262411347,,1.6666666666666667,medium
6169,0,third,23.0,22.0,F,,,,,,,,,,5,2,1,1,0.0,,,,,,0.225,0.3333333333333333,0.075,7,0.104403073286052,0.0,,very low
6170,1,second,62.0,57.0,A,66.0,74.0,B,14.0,D,76.0,D,A,A,11,9,3,0,4.0,3.0,1.0,1.0,4.0,4.0,0.5816666666666667,1.0,0.5816666666666667,20,0.4851595744680851,,2.6666666666666665,medium
6171,1,first,50.0,63.0,B,86.0,60.0,A,21.0,B,95.0,C,F,D,17,7,4,0,3.0,4.0,3.0,2.0,0.0,1.0,0.625,1.0,0.625,24,0.554580378250591,,3.3333333333333335,high
6172,1,third,79.0,70.0,C,57.0,38.0,A,14.0,A,92.0,C,C,A,15,5,2,0,2.0,4.0,4.0,2.0,2.0,4.0,0.5833333333333334,1.0,0.5833333333333334,20,0.46377068557919626,,3.3333333333333335,medium
6173,1,second,71.0,51.0,F,12.0,77.0,A,43.0,B,14.0,A,A,A,7,17,2,0,0.0,4.0,3.0,4.0,4.0,4.0,0.44666666666666666,1.0,0.44666666666666666,24,0.42096926713947985,,2.3333333333333335,medium
6174,0,third,82.0,48.0,A,41.0,61.0,A,17.0,F,92.0,B,A,A,13,8,3,0,4.0,4.0,0.0,3.0,4.0,4.0,0.5683333333333334,1.0,0.5683333333333334,21,0.4848758865248227,,2.6666666666666665,medium
6175,1,third,26.0,66.0,F,71.0,50.0,F,99.0,A,69.0,A,A,A,7,8,3,0,0.0,0.0,4.0,4.0,4.0,4.0,0.635,1.0,0.635,15,0.47991134751773046,,1.3333333333333333,medium
6176,1,third,6.0,10.0,F,11.0,43.0,D,37.0,A,27.0,A,A,C,3,3,2,0,0.0,1.0,4.0,4.0,4.0,2.0,0.22333333333333333,1.0,0.22333333333333333,6,0.19440898345153665,,1.6666666666666667,low
6177,0,third,4.0,6.0,F,2.0,25.0,B,47.0,F,26.0,A,D,A,0,3,2,0,0.0,3.0,0.0,4.0,1.0,4.0,0.18333333333333332,1.0,0.18333333333333332,3,0.15526004728132387,,1.0,very low
6178,1,third,60.0,48.0,C,49.0,80.0,A,76.0,C,98.0,D,A,D,10,10,1,0,2.0,4.0,2.0,1.0,4.0,1.0,0.685,1.0,0.685,20,0.4923817966903073,,2.6666666666666665,medium
6179,1,third,23.0,81.0,A,74.0,90.0,D,,D,22.0,D,B,D,9,5,1,1,4.0,1.0,1.0,1.0,3.0,1.0,0.58,0.8333333333333334,0.48333333333333334,14,0.35325059101654843,1.0,,low
6180,0,second,5.0,1.0,A,5.0,33.0,B,25.0,B,24.0,C,A,C,0,3,1,0,4.0,3.0,3.0,2.0,4.0,2.0,0.155,1.0,0.155,3,0.11887115839243499,,3.3333333333333335,very low
6181,1,first,41.0,46.0,B,63.0,49.0,C,29.0,B,52.0,F,D,D,3,15,6,0,3.0,2.0,3.0,0.0,1.0,1.0,0.4666666666666666,1.0,0.4666666666666666,18,0.48156028368794324,,2.6666666666666665,medium
6182,1,second,22.0,69.0,A,75.0,89.0,A,9.0,F,33.0,D,B,F,0,4,0,1,4.0,4.0,0.0,1.0,3.0,0.0,0.495,1.0,0.495,4,0.273031914893617,0.0,,low
6183,0,third,3.0,9.0,F,7.0,14.0,C,32.0,D,28.0,B,A,A,4,3,1,0,0.0,2.0,1.0,3.0,4.0,4.0,0.155,1.0,0.155,7,0.144403073286052,,1.0,very low
6184,1,third,68.0,74.0,F,98.0,38.0,B,34.0,F,90.0,B,C,A,15,9,2,0,0.0,3.0,0.0,3.0,2.0,4.0,0.67,1.0,0.67,24,0.5326359338061465,,1.0,high
6185,0,second,66.0,45.0,B,83.0,40.0,A,60.0,D,,,,,6,1,0,1,3.0,4.0,1.0,,,,0.588,0.8333333333333334,0.49,7,0.2896808510638298,1.0,,low
6186,1,first,7.0,56.0,A,17.0,46.0,A,21.0,F,,,,,6,3,1,1,4.0,4.0,0.0,,,,0.294,0.8333333333333334,0.245,9,0.20216903073286052,0.0,,low
6187,1,third,47.0,55.0,A,75.0,51.0,A,2.0,B,75.0,A,F,A,17,8,5,0,4.0,4.0,3.0,4.0,0.0,4.0,0.5083333333333333,1.0,0.5083333333333333,25,0.5248522458628841,,3.6666666666666665,high
6188,1,first,56.0,37.0,C,69.0,9.0,F,,,,,,,0,0,1,1,2.0,0.0,,,,,0.4275,0.6666666666666666,0.285,0,0.16472222222222221,0.0,,very low
6189,1,third,1.0,1.0,B,3.0,19.0,D,31.0,A,23.0,D,A,C,1,2,1,0,3.0,1.0,4.0,1.0,4.0,2.0,0.13,1.0,0.13,3,0.106371158392435,,2.6666666666666665,very low
6190,1,first,44.0,40.0,D,33.0,35.0,F,,,,,,,2,0,1,1,1.0,0.0,,,,,0.38,0.6666666666666666,0.2533333333333333,2,0.16165484633569738,0.0,,very low
6191,1,third,55.0,85.0,A,26.0,72.0,F,46.0,C,19.0,C,A,F,4,20,8,0,4.0,0.0,2.0,2.0,4.0,0.0,0.505,1.0,0.505,24,0.5834692671394799,,2.0,high
6192,0,third,68.0,52.0,B,72.0,63.0,A,29.0,B,42.0,A,B,D,13,5,5,0,3.0,4.0,3.0,4.0,3.0,1.0,0.5433333333333333,1.0,0.5433333333333333,18,0.49767139479905437,,3.3333333333333335,high
6193,0,second,80.0,79.0,A,42.0,98.0,A,64.0,D,41.0,F,A,A,6,11,5,0,4.0,4.0,1.0,0.0,4.0,4.0,0.6733333333333333,1.0,0.6733333333333333,17,0.5562884160756502,,3.0,high
6194,1,second,80.0,68.0,C,73.0,40.0,A,23.0,F,68.0,A,F,A,13,3,5,0,2.0,4.0,0.0,4.0,0.0,4.0,0.5866666666666667,1.0,0.5866666666666667,16,0.5065721040189125,,2.0,high
6195,0,second,64.0,44.0,A,67.0,92.0,A,18.0,A,23.0,A,B,D,11,9,5,0,4.0,4.0,4.0,4.0,3.0,1.0,0.5133333333333333,1.0,0.5133333333333333,20,0.4954373522458629,,4.0,high
6196,1,second,8.0,17.0,A,43.0,13.0,F,55.0,B,33.0,D,F,D,3,8,2,1,4.0,0.0,3.0,1.0,0.0,1.0,0.2816666666666667,1.0,0.2816666666666667,11,0.2554905437352246,3.0,,low
6197,0,second,95.0,81.0,D,32.0,94.0,F,,,,,,,4,2,0,1,1.0,0.0,,,,,0.755,0.6666666666666666,0.5033333333333333,6,0.2899645390070922,0.0,,low
6198,1,third,55.0,82.0,B,78.0,86.0,A,86.0,D,,,,,9,3,1,1,3.0,4.0,1.0,,,,0.774,0.8333333333333334,0.645,12,0.42131796690307327,1.0,,medium
6199,1,first,22.0,5.0,C,,,,,,,,,,1,2,0,1,2.0,,,,,,0.135,0.3333333333333333,0.045,3,0.04164893617021276,2.0,,very low
6200,1,third,59.0,37.0,D,88.0,21.0,B,20.0,D,8.0,D,F,F,1,4,1,1,1.0,3.0,1.0,1.0,0.0,0.0,0.38833333333333336,1.0,0.38833333333333336,5,0.24830378250591018,1.0,,low
6201,0,third,10.0,6.0,D,29.0,37.0,D,79.0,B,61.0,B,C,B,7,12,8,0,1.0,1.0,3.0,3.0,2.0,3.0,0.37,1.0,0.37,19,0.4840543735224586,,1.6666666666666667,medium
6202,1,third,66.0,72.0,C,97.0,48.0,B,63.0,B,90.0,A,D,A,14,5,3,0,2.0,3.0,3.0,4.0,1.0,4.0,0.7266666666666667,1.0,0.7266666666666667,19,0.5512765957446808,,2.6666666666666665,high
6203,1,second,84.0,64.0,A,78.0,66.0,C,55.0,A,84.0,C,B,B,10,5,3,0,4.0,2.0,4.0,2.0,3.0,3.0,0.7183333333333333,1.0,0.7183333333333333,15,0.5215780141843971,,3.3333333333333335,high
6204,1,first,43.0,55.0,A,91.0,30.0,C,47.0,C,71.0,A,F,A,15,5,5,0,4.0,2.0,2.0,4.0,0.0,4.0,0.5616666666666666,1.0,0.5616666666666666,20,0.5196040189125296,,2.6666666666666665,high
6205,1,first,67.0,27.0,F,81.0,77.0,F,49.0,A,24.0,F,F,D,13,4,0,1,0.0,0.0,4.0,0.0,0.0,1.0,0.5416666666666666,1.0,0.5416666666666666,17,0.37934397163120565,4.0,,medium
6206,1,second,36.0,59.0,B,77.0,58.0,B,92.0,D,77.0,A,F,B,8,7,4,0,3.0,3.0,1.0,4.0,0.0,3.0,0.665,1.0,0.665,15,0.5171335697399527,,2.3333333333333335,high
6207,1,first,64.0,54.0,B,96.0,63.0,D,19.0,F,50.0,A,D,A,16,5,5,0,3.0,1.0,0.0,4.0,1.0,4.0,0.5766666666666667,1.0,0.5766666666666667,21,0.5334869976359339,,1.3333333333333333,high
6208,0,first,19.0,26.0,D,56.0,51.0,C,59.0,B,72.0,A,B,C,5,12,4,0,1.0,2.0,3.0,4.0,3.0,2.0,0.4716666666666666,1.0,0.4716666666666666,17,0.4332328605200946,,2.0,medium
6209,0,third,82.0,50.0,D,55.0,46.0,C,7.0,F,28.0,B,A,B,3,8,9,0,1.0,2.0,0.0,3.0,4.0,3.0,0.44666666666666666,1.0,0.44666666666666666,11,0.49354609929078014,,1.0,high
6210,0,third,53.0,65.0,B,25.0,18.0,C,9.0,A,15.0,D,B,C,0,12,8,0,3.0,2.0,4.0,1.0,3.0,2.0,0.30833333333333335,1.0,0.30833333333333335,12,0.40854018912529555,,3.0,medium
6211,1,first,34.0,15.0,A,35.0,27.0,B,20.0,C,,,,,6,0,0,1,4.0,3.0,2.0,,,,0.262,0.8333333333333334,0.21833333333333335,6,0.1474645390070922,2.0,,very low
6212,1,first,49.0,37.0,D,33.0,50.0,C,,,,,,,2,0,1,1,1.0,2.0,,,,,0.4225,0.6666666666666666,0.2816666666666666,2,0.17582151300236404,2.0,,low
6213,0,second,17.0,85.0,A,55.0,51.0,C,46.0,A,45.0,B,C,A,5,10,8,0,4.0,2.0,4.0,3.0,2.0,4.0,0.49833333333333335,1.0,0.49833333333333335,15,0.5226891252955083,,3.3333333333333335,high
6214,1,third,3.0,16.0,D,26.0,60.0,C,13.0,F,,,,,8,1,0,1,1.0,2.0,0.0,,,,0.23600000000000002,0.8333333333333334,0.19666666666666668,9,0.15578014184397165,0.0,,very low
6215,1,first,4.0,7.0,C,,,,,,,,,,3,1,1,1,2.0,,,,,,0.055,0.3333333333333333,0.018333333333333333,4,0.05692080378250591,2.0,,very low
6216,1,third,70.0,14.0,D,66.0,91.0,F,34.0,C,31.0,C,F,C,14,5,3,1,1.0,0.0,2.0,2.0,0.0,2.0,0.51,1.0,0.51,19,0.4429432624113475,2.0,,medium
6217,1,third,24.0,56.0,D,34.0,78.0,B,42.0,D,,,,,5,1,0,1,1.0,3.0,1.0,,,,0.46799999999999997,0.8333333333333334,0.39,6,0.23329787234042554,1.0,,low
6218,1,first,26.0,7.0,B,78.0,42.0,A,19.0,F,75.0,A,C,C,6,1,3,0,3.0,4.0,0.0,4.0,2.0,2.0,0.4116666666666666,1.0,0.4116666666666666,7,0.31718085106382976,,2.3333333333333335,low
6219,0,third,28.0,17.0,F,,,,,,,,,,6,0,1,1,0.0,,,,,,0.225,0.3333333333333333,0.075,6,0.09802009456264775,0.0,,very low
6220,1,third,10.0,58.0,A,87.0,73.0,A,24.0,C,76.0,D,F,A,11,5,4,0,4.0,4.0,2.0,1.0,0.0,4.0,0.5466666666666666,1.0,0.5466666666666666,16,0.4643498817966903,,3.3333333333333335,medium
6221,1,first,73.0,41.0,A,66.0,31.0,F,21.0,F,72.0,C,B,D,4,4,2,0,4.0,0.0,0.0,2.0,3.0,1.0,0.5066666666666666,1.0,0.5066666666666666,8,0.3488416075650118,,1.3333333333333333,low
6222,1,first,66.0,53.0,B,31.0,14.0,B,25.0,F,,,,,0,0,1,1,3.0,3.0,0.0,,,,0.37799999999999995,0.8333333333333334,0.31499999999999995,0,0.1797222222222222,0.0,,low
6223,0,second,3.0,9.0,A,8.0,45.0,D,31.0,F,29.0,D,C,A,0,3,2,0,4.0,1.0,0.0,1.0,2.0,4.0,0.20833333333333331,1.0,0.20833333333333331,3,0.16776004728132388,,1.6666666666666667,very low
6224,1,third,2.0,6.0,A,8.0,20.0,A,44.0,B,27.0,B,A,C,2,1,1,0,4.0,4.0,3.0,3.0,4.0,2.0,0.17833333333333332,1.0,0.17833333333333332,3,0.13053782505910164,,3.6666666666666665,very low
6225,1,third,53.0,65.0,F,60.0,66.0,A,50.0,F,89.0,B,A,A,7,9,5,0,0.0,4.0,0.0,3.0,4.0,4.0,0.6383333333333333,1.0,0.6383333333333333,16,0.5324054373522459,,1.3333333333333333,high
6226,0,third,7.0,10.0,F,9.0,29.0,C,37.0,B,24.0,A,A,B,1,1,1,0,0.0,2.0,3.0,4.0,4.0,3.0,0.19333333333333333,1.0,0.19333333333333333,2,0.1316548463356974,,1.6666666666666667,very low
6227,0,third,8.0,4.0,B,9.0,45.0,B,34.0,A,20.0,B,B,D,4,1,1,0,3.0,3.0,4.0,3.0,3.0,1.0,0.2,1.0,0.2,5,0.1541371158392435,,3.3333333333333335,very low
6228,1,second,51.0,49.0,C,30.0,24.0,F,,,,,,,0,1,1,1,2.0,0.0,,,,,0.385,0.6666666666666666,0.25666666666666665,1,0.15693853427895982,0.0,,very low
6229,0,second,10.0,15.0,F,43.0,30.0,D,89.0,B,89.0,F,F,D,4,14,6,0,0.0,1.0,3.0,0.0,0.0,1.0,0.46,1.0,0.46,18,0.47822695035460994,,1.3333333333333333,medium
6230,1,third,68.0,63.0,A,78.0,39.0,D,79.0,F,75.0,F,D,A,7,5,2,0,4.0,1.0,0.0,0.0,1.0,4.0,0.67,1.0,0.67,12,0.45604018912529554,,1.6666666666666667,medium
6231,0,third,83.0,45.0,C,54.0,82.0,A,39.0,A,92.0,A,A,D,9,6,4,0,2.0,4.0,4.0,4.0,4.0,1.0,0.6583333333333333,1.0,0.6583333333333333,15,0.5138002364066194,,3.3333333333333335,high
6232,1,first,62.0,70.0,C,97.0,67.0,C,80.0,A,60.0,D,F,A,17,8,3,0,2.0,2.0,4.0,1.0,0.0,4.0,0.7266666666666667,1.0,0.7266666666666667,25,0.5895744680851064,,2.6666666666666665,high
6233,0,second,9.0,44.0,A,78.0,73.0,B,18.0,D,61.0,A,C,D,17,10,1,0,4.0,3.0,1.0,4.0,2.0,1.0,0.4716666666666666,1.0,0.4716666666666666,27,0.4303959810874704,,2.6666666666666665,medium
6234,1,third,51.0,79.0,F,98.0,35.0,A,73.0,F,52.0,C,F,A,17,6,2,0,0.0,4.0,0.0,2.0,0.0,4.0,0.6466666666666667,1.0,0.6466666666666667,23,0.5145862884160757,,1.3333333333333333,high
6235,1,first,11.0,18.0,F,38.0,53.0,D,90.0,C,20.0,F,A,B,5,6,5,0,0.0,1.0,2.0,0.0,4.0,3.0,0.38333333333333336,1.0,0.38333333333333336,11,0.3729905437352246,,1.0,low
6236,1,first,72.0,16.0,D,24.0,63.0,D,25.0,F,,,,,8,3,0,1,1.0,1.0,0.0,,,,0.4,0.8333333333333334,0.33333333333333337,11,0.23687943262411348,0.0,,low
6237,1,second,39.0,55.0,C,5.0,4.0,F,,,,,,,0,1,0,1,2.0,0.0,,,,,0.2575,0.6666666666666666,0.17166666666666666,1,0.09221631205673758,0.0,,very low
6238,0,third,96.0,36.0,D,87.0,25.0,A,10.0,A,60.0,F,B,F,14,6,4,0,1.0,4.0,4.0,0.0,3.0,0.0,0.5233333333333333,1.0,0.5233333333333333,20,0.4782151300236407,,3.0,medium
6239,1,first,61.0,58.0,A,86.0,20.0,C,96.0,F,58.0,C,F,B,5,5,5,0,4.0,2.0,0.0,2.0,0.0,3.0,0.6316666666666666,1.0,0.6316666666666666,10,0.49077423167848694,,2.0,medium
6240,0,first,92.0,86.0,A,71.0,5.0,C,52.0,B,62.0,F,A,D,15,4,1,0,4.0,2.0,3.0,0.0,4.0,1.0,0.6133333333333334,1.0,0.6133333333333334,19,0.4501654846335697,,3.0,medium
6241,0,first,83.0,81.0,A,87.0,62.0,D,,,,,,,2,3,1,1,4.0,1.0,,,,,0.7825,0.6666666666666666,0.5216666666666666,5,0.31497044917257677,1.0,,low
6242,1,third,5.0,15.0,F,10.0,32.0,D,27.0,F,29.0,B,A,A,1,2,2,0,0.0,1.0,0.0,3.0,4.0,4.0,0.19666666666666668,1.0,0.19666666666666668,3,0.16192671394799055,,0.3333333333333333,very low
6243,0,third,99.0,73.0,C,47.0,26.0,C,92.0,D,,,,,4,0,3,1,2.0,2.0,1.0,,,,0.674,0.8333333333333334,0.5616666666666668,4,0.37303191489361703,1.0,,low
6244,1,first,28.0,16.0,F,,,,,,,,,,3,2,0,1,0.0,,,,,,0.22,0.3333333333333333,0.07333333333333333,5,0.06858156028368795,0.0,,very low
6245,0,second,3.0,6.0,A,8.0,13.0,C,48.0,D,21.0,C,A,A,4,3,1,0,4.0,2.0,1.0,2.0,4.0,4.0,0.165,1.0,0.165,7,0.149403073286052,,2.3333333333333335,very low
6246,1,second,44.0,45.0,D,31.0,27.0,F,,,,,,,3,0,0,1,1.0,0.0,,,,,0.3675,0.6666666666666666,0.245,3,0.14164893617021276,0.0,,very low
6247,1,third,3.0,26.0,F,37.0,54.0,C,85.0,A,95.0,B,D,D,17,12,5,0,0.0,2.0,4.0,3.0,1.0,1.0,0.5,1.0,0.5,29,0.5462174940898346,,2.0,high
6248,1,third,5.0,9.0,A,11.0,21.0,A,24.0,B,21.0,A,B,D,3,2,2,0,4.0,4.0,3.0,4.0,3.0,1.0,0.15166666666666667,1.0,0.15166666666666667,5,0.15219267139479906,,3.6666666666666665,very low
6249,0,second,18.0,19.0,F,57.0,53.0,B,45.0,C,42.0,A,B,C,28,5,8,0,0.0,3.0,2.0,4.0,3.0,2.0,0.39,1.0,0.39,33,0.5834160756501182,,1.6666666666666667,high
6250,0,third,75.0,91.0,A,65.0,56.0,F,,,,,,,1,2,1,1,4.0,0.0,,,,,0.7175,0.6666666666666666,0.47833333333333333,3,0.28053782505910163,0.0,,low
6251,1,second,52.0,67.0,C,49.0,59.0,D,98.0,B,58.0,B,C,D,17,9,1,0,2.0,1.0,3.0,3.0,2.0,1.0,0.6383333333333333,1.0,0.6383333333333333,26,0.5073463356973995,,2.0,high
6252,0,first,41.0,36.0,A,27.0,86.0,A,56.0,D,67.0,B,D,B,14,5,8,0,4.0,4.0,1.0,3.0,1.0,3.0,0.5216666666666666,1.0,0.5216666666666666,19,0.5598877068557919,,3.0,high
6253,1,third,77.0,81.0,A,53.0,31.0,A,25.0,F,84.0,A,A,B,6,3,1,0,4.0,4.0,0.0,4.0,4.0,3.0,0.585,1.0,0.585,9,0.3721690307328605,,2.6666666666666665,low
6254,0,second,3.0,24.0,D,21.0,35.0,D,63.0,C,80.0,B,B,D,8,18,6,0,1.0,1.0,2.0,3.0,3.0,1.0,0.37666666666666665,1.0,0.37666666666666665,26,0.4876241134751773,,1.3333333333333333,medium
6255,0,third,9.0,15.0,C,4.0,46.0,C,61.0,F,74.0,A,A,A,2,13,9,0,2.0,2.0,0.0,4.0,4.0,4.0,0.3483333333333334,1.0,0.3483333333333334,15,0.4699113475177305,,1.3333333333333333,medium
6256,1,first,19.0,74.0,F,3.0,13.0,C,24.0,F,,,,,4,3,1,1,0.0,2.0,0.0,,,,0.266,0.8333333333333334,0.22166666666666668,7,0.17773640661938536,0.0,,low
6257,0,third,2.0,4.0,D,43.0,42.0,D,98.0,A,77.0,C,B,C,23,16,8,0,1.0,1.0,4.0,2.0,3.0,2.0,0.44333333333333336,1.0,0.44333333333333336,39,0.6483806146572104,,2.0,high
