,session 5,test 3,dropout
2739,,,Y
2740,4.0,F,N
2741,33.0,F,N
2742,2.0,A,N
2743,51.0,F,Y
2744,46.0,D,Y
2745,34.0,C,Y
2746,16.0,C,N
2747,33.0,D,N
2748,59.0,D,N
2749,59.0,D,Y
2750,17.0,B,N
2751,7.0,A,N
2752,54.0,C,Y
2753,82.0,A,N
2754,94.0,F,N
2755,95.0,C,N
2756,33.0,B,Y
2757,77.0,D,Y
2758,,,Y
2759,,,Y
2760,27.0,F,Y
2761,93.0,D,N
2762,71.0,B,N
2763,30.0,B,N
2764,0.0,B,N
2765,67.0,C,N
2766,59.0,F,N
2767,,,Y
2768,32.0,B,Y
2769,80.0,A,N
2770,,,Y
2771,35.0,A,N
2772,21.0,B,N
2773,,,Y
2774,80.0,F,N
2775,97.0,F,N
2776,39.0,B,N
2777,88.0,F,N
2778,93.0,C,N
2779,78.0,F,N
2780,30.0,B,N
2781,22.0,D,N
2782,,,Y
2783,11.0,B,N
2784,17.0,F,N
2785,67.0,D,Y
2786,55.0,D,N
2787,59.0,A,N
2788,11.0,B,N
2789,52.0,B,N
2790,68.0,B,N
2791,88.0,C,N
2792,49.0,D,Y
2793,10.0,F,N
2794,73.0,B,N
2795,46.0,D,Y
2796,,,Y
2797,28.0,B,N
2798,43.0,F,Y
2799,94.0,C,N
2800,27.0,A,N
2801,46.0,F,Y
2802,32.0,A,N
2803,87.0,B,N
2804,34.0,D,N
2805,51.0,A,N
2806,,,Y
2807,92.0,C,N
2808,36.0,A,N
2809,2.0,D,Y
2810,83.0,C,N
2811,46.0,B,N
2812,55.0,A,N
2813,67.0,C,N
2814,,,Y
2815,70.0,D,N
2816,88.0,B,N
2817,63.0,F,N
2818,2.0,B,N
2819,,,Y
2820,14.0,F,N
2821,,,Y
2822,40.0,D,N
2823,98.0,B,N
2824,95.0,C,N
2825,53.0,F,N
2826,46.0,A,N
2827,94.0,F,N
2828,11.0,F,N
2829,,,Y
2830,28.0,A,N
2831,27.0,D,N
2832,7.0,D,N
2833,,,Y
2834,66.0,C,N
2835,,,Y
2836,,,Y
2837,55.0,F,N
2838,,,Y
2839,,,Y
2840,51.0,B,N
2841,38.0,F,Y
2842,59.0,A,N
2843,41.0,B,N
2844,,,Y
2845,46.0,D,Y
2846,75.0,C,N
2847,,,Y
2848,,,Y
2849,,,Y
2850,,,Y
2851,,,Y
2852,38.0,A,N
2853,,,Y
2854,,,Y
2855,,,Y
2856,31.0,C,N
2857,56.0,A,N
2858,20.0,B,N
2859,16.0,D,N
2860,13.0,F,N
2861,,,Y
2862,25.0,B,N
2863,96.0,F,N
2864,,,Y
2865,65.0,B,N
2866,82.0,F,N
2867,,,Y
2868,30.0,F,Y
2869,20.0,B,Y
2870,,,Y
2871,71.0,B,N
2872,86.0,D,Y
2873,88.0,D,N
2874,90.0,A,N
2875,10.0,F,Y
2876,7.0,F,N
2877,26.0,A,N
2878,,,Y
2879,38.0,B,N
2880,,,Y
2881,45.0,F,N
2882,,,Y
2883,84.0,D,Y
2884,32.0,A,N
2885,29.0,C,Y
2886,64.0,B,N
2887,12.0,B,N
2888,,,Y
2889,46.0,D,Y
2890,10.0,C,N
2891,50.0,F,Y
2892,,,Y
2893,27.0,B,N
2894,59.0,F,Y
2895,,,Y
2896,6.0,A,N
2897,70.0,F,N
2898,90.0,D,N
2899,42.0,A,N
2900,7.0,D,Y
2901,92.0,C,N
2902,85.0,B,N
2903,86.0,A,N
2904,34.0,F,N
2905,43.0,F,N
2906,73.0,A,N
2907,78.0,A,N
2908,88.0,C,Y
2909,96.0,B,N
2910,82.0,A,Y
2911,44.0,A,N
2912,48.0,A,N
2913,9.0,F,N
2914,,,Y
2915,38.0,D,N
2916,60.0,A,N
2917,45.0,C,N
2918,36.0,D,Y
2919,29.0,F,N
2920,97.0,F,N
2921,,,Y
2922,25.0,B,N
2923,99.0,B,N
2924,69.0,D,N
2925,93.0,A,N
2926,,,Y
2927,,,Y
2928,40.0,A,N
2929,54.0,F,N
2930,9.0,D,N
2931,26.0,B,N
2932,36.0,F,N
2933,98.0,D,N
2934,49.0,A,N
2935,54.0,C,N
2936,10.0,A,N
2937,93.0,F,Y
2938,92.0,C,N
2939,24.0,A,N
2940,23.0,A,N
2941,48.0,F,Y
2942,,,Y
2943,,,Y
2944,61.0,C,N
2945,43.0,B,N
2946,49.0,C,N
2947,8.0,D,N
2948,,,Y
2949,95.0,B,N
2950,49.0,D,N
2951,59.0,C,N
2952,58.0,B,N
2953,20.0,C,Y
2954,,,Y
2955,,,Y
2956,33.0,C,N
2957,12.0,C,N
2958,39.0,B,N
2959,19.0,F,N
2960,16.0,F,Y
2961,18.0,B,N
2962,,,Y
2963,24.0,A,N
2964,77.0,A,N
2965,63.0,C,N
2966,18.0,F,N
2967,81.0,A,N
2968,72.0,C,N
2969,76.0,D,N
2970,81.0,B,N
2971,41.0,D,N
2972,46.0,F,N
2973,34.0,D,Y
2974,7.0,C,N
2975,17.0,B,N
2976,,,Y
2977,36.0,B,N
2978,65.0,C,N
2979,56.0,F,Y
2980,62.0,D,N
2981,25.0,A,N
2982,34.0,A,N
2983,87.0,C,N
2984,41.0,B,N
2985,75.0,B,N
2986,80.0,D,Y
2987,,,Y
2988,51.0,D,Y
2989,0.0,F,Y
2990,75.0,F,N
2991,49.0,A,N
2992,,,Y
2993,61.0,A,N
2994,,,Y
2995,40.0,B,N
2996,83.0,C,Y
2997,29.0,C,N
2998,93.0,B,N
2999,,,Y
3000,25.0,F,N
3001,,,Y
3002,45.0,F,Y
3003,,,Y
3004,,,Y
3005,38.0,F,N
3006,62.0,B,N
3007,80.0,F,N
3008,33.0,B,N
3009,35.0,F,N
3010,13.0,D,Y
3011,39.0,A,N
3012,35.0,F,N
3013,37.0,A,N
3014,,,Y
3015,77.0,F,N
3016,88.0,F,N
3017,3.0,D,N
3018,42.0,F,N
3019,,,Y
3020,32.0,A,N
3021,73.0,D,N
3022,70.0,F,N
3023,85.0,F,N
3024,89.0,A,N
3025,41.0,C,N
3026,53.0,B,N
3027,36.0,A,N
3028,83.0,D,Y
3029,,,Y
3030,,,Y
3031,47.0,B,N
3032,,,Y
3033,15.0,C,Y
3034,63.0,F,N
3035,41.0,B,N
3036,32.0,D,N
3037,52.0,D,N
3038,,,Y
3039,30.0,D,Y
3040,19.0,A,N
3041,,,Y
3042,,,Y
3043,24.0,A,N
3044,,,Y
3045,79.0,B,N
3046,59.0,F,N
3047,67.0,F,Y
3048,97.0,F,N
3049,29.0,D,N
3050,31.0,F,Y
3051,33.0,B,N
3052,27.0,A,N
3053,23.0,F,N
3054,4.0,D,N
3055,29.0,D,Y
3056,85.0,C,N
3057,18.0,B,N
3058,,,Y
3059,67.0,A,N
3060,79.0,F,N
3061,61.0,C,Y
3062,71.0,B,N
3063,29.0,B,N
3064,20.0,A,N
3065,61.0,B,Y
3066,78.0,C,N
3067,26.0,D,N
3068,76.0,F,N
3069,62.0,F,N
3070,40.0,B,N
3071,,,Y
3072,93.0,C,N
3073,36.0,A,N
3074,73.0,B,N
3075,17.0,F,N
3076,71.0,F,N
3077,51.0,F,Y
3078,41.0,F,N
3079,84.0,D,N
3080,56.0,B,Y
3081,85.0,A,N
3082,72.0,D,N
3083,13.0,C,N
3084,32.0,B,N
3085,,,Y
3086,91.0,A,N
3087,69.0,F,N
3088,15.0,F,N
3089,80.0,B,N
3090,63.0,F,N
3091,,,Y
3092,5.0,B,N
3093,34.0,C,Y
3094,35.0,D,N
3095,14.0,C,Y
3096,28.0,A,N
3097,,,Y
3098,33.0,A,N
3099,22.0,F,N
3100,71.0,D,N
3101,4.0,B,Y
3102,81.0,C,Y
3103,43.0,A,N
3104,73.0,F,Y
3105,32.0,D,N
3106,31.0,A,N
3107,24.0,A,N
3108,,,Y
3109,,,Y
3110,57.0,B,N
3111,37.0,A,N
3112,84.0,A,N
3113,67.0,C,N
3114,62.0,B,N
3115,,,Y
3116,,,Y
3117,32.0,D,Y
3118,36.0,F,N
3119,32.0,A,N
3120,,,Y
3121,,,Y
3122,37.0,B,N
3123,8.0,F,N
3124,37.0,D,N
3125,73.0,B,N
3126,7.0,D,Y
3127,64.0,C,N
3128,36.0,D,Y
3129,20.0,B,Y
3130,46.0,B,N
3131,72.0,A,N
3132,87.0,C,N
3133,23.0,D,Y
3134,37.0,B,N
3135,,,Y
3136,26.0,B,N
3137,,,Y
3138,30.0,C,N
3139,87.0,F,N
3140,,,Y
3141,65.0,C,N
3142,,,Y
3143,,,Y
3144,87.0,F,N
3145,27.0,F,Y
3146,,,Y
3147,,,Y
3148,,,Y
3149,60.0,A,N
3150,55.0,F,N
3151,45.0,B,N
3152,85.0,F,N
3153,50.0,D,N
3154,45.0,A,N
3155,19.0,B,N
3156,79.0,F,Y
3157,52.0,D,Y
3158,61.0,C,N
3159,49.0,D,N
3160,,,Y
3161,41.0,D,Y
3162,26.0,F,N
3163,30.0,B,N
3164,37.0,A,N
3165,5.0,F,N
3166,29.0,F,N
3167,28.0,A,N
3168,25.0,D,Y
3169,98.0,B,N
3170,4.0,F,N
3171,68.0,C,N
3172,0.0,F,Y
3173,67.0,F,N
3174,6.0,A,N
3175,55.0,D,Y
3176,63.0,C,Y
3177,19.0,A,N
3178,34.0,A,N
3179,24.0,F,N
3180,24.0,A,N
3181,40.0,A,N
3182,70.0,F,N
3183,30.0,A,N
3184,,,Y
3185,,,Y
3186,22.0,B,Y
3187,99.0,D,N
3188,,,Y
3189,,,Y
3190,,,Y
3191,,,Y
3192,58.0,F,Y
3193,,,Y
3194,70.0,B,N
3195,62.0,F,N
3196,,,Y
3197,51.0,C,N
3198,,,Y
3199,44.0,A,N
3200,60.0,A,N
3201,74.0,D,N
3202,,,Y
3203,,,Y
3204,34.0,A,N
3205,42.0,A,N
3206,5.0,B,N
3207,69.0,F,Y
3208,66.0,C,N
3209,71.0,F,N
3210,,,Y
3211,97.0,B,N
3212,52.0,A,N
3213,58.0,D,Y
3214,39.0,A,N
3215,18.0,B,N
3216,,,Y
3217,63.0,F,N
3218,,,Y
3219,80.0,D,N
3220,42.0,D,N
3221,98.0,C,N
3222,65.0,A,N
3223,38.0,D,Y
3224,11.0,A,N
3225,,,Y
3226,48.0,B,N
3227,85.0,A,N
3228,,,Y
3229,,,Y
3230,58.0,C,N
3231,78.0,F,N
3232,39.0,D,Y
3233,88.0,F,Y
3234,40.0,D,N
3235,36.0,A,N
3236,77.0,B,N
3237,64.0,A,Y
3238,32.0,F,Y
3239,85.0,F,N
3240,2.0,F,N
3241,40.0,D,N
3242,50.0,D,N
3243,46.0,C,N
3244,,,Y
3245,92.0,B,N
3246,18.0,F,Y
3247,,,Y
3248,73.0,B,N
3249,97.0,C,N
3250,64.0,D,N
3251,48.0,A,N
3252,75.0,B,N
3253,29.0,D,N
3254,86.0,A,N
3255,81.0,B,N
3256,,,Y
3257,35.0,A,N
3258,12.0,D,Y
3259,80.0,B,N
3260,42.0,F,N
3261,84.0,D,Y
3262,26.0,A,N
3263,27.0,D,Y
3264,84.0,B,N
3265,32.0,C,N
3266,66.0,F,N
3267,99.0,F,N
3268,,,Y
3269,46.0,C,N
3270,59.0,D,N
3271,30.0,D,N
3272,1.0,B,N
3273,,,Y
3274,,,Y
3275,44.0,D,Y
3276,59.0,A,N
3277,52.0,F,N
3278,52.0,A,N
3279,,,Y
3280,,,Y
3281,38.0,B,N
3282,35.0,A,N
3283,84.0,D,N
3284,2.0,C,N
3285,47.0,B,N
3286,96.0,A,N
3287,,,Y
3288,52.0,A,N
3289,73.0,C,N
3290,40.0,A,N
3291,45.0,D,Y
3292,81.0,C,N
3293,,,Y
3294,77.0,B,N
3295,32.0,F,N
3296,27.0,B,N
3297,38.0,A,N
3298,33.0,F,N
3299,58.0,B,Y
3300,70.0,C,N
3301,,,Y
3302,,,Y
3303,38.0,A,N
3304,57.0,F,N
3305,50.0,C,N
3306,75.0,F,N
3307,98.0,F,N
3308,,,Y
3309,28.0,B,N
3310,63.0,C,N
3311,55.0,C,N
3312,,,Y
3313,,,Y
3314,,,Y
3315,74.0,F,N
3316,52.0,D,Y
3317,18.0,A,N
3318,43.0,B,N
3319,57.0,F,N
3320,26.0,A,N
3321,42.0,A,N
3322,47.0,C,N
3323,39.0,D,N
3324,54.0,C,N
3325,24.0,F,N
3326,41.0,D,N
3327,27.0,F,N
3328,,,Y
3329,94.0,F,N
3330,5.0,A,N
3331,39.0,D,N
3332,,,Y
3333,68.0,D,N
3334,72.0,B,N
3335,59.0,B,Y
3336,34.0,F,N
3337,60.0,C,N
3338,72.0,A,N
3339,,,Y
3340,30.0,B,N
3341,22.0,B,N
3342,78.0,F,N
3343,79.0,B,N
3344,,,Y
3345,95.0,A,N
3346,,,Y
3347,,,Y
3348,48.0,F,N
3349,50.0,A,N
3350,29.0,F,Y
3351,81.0,F,N
3352,85.0,C,N
3353,,,Y
3354,39.0,B,N
3355,45.0,A,N
3356,13.0,C,N
3357,,,Y
3358,9.0,B,N
3359,10.0,F,N
3360,82.0,D,N
3361,51.0,F,N
3362,71.0,A,N
3363,86.0,D,N
3364,,,Y
3365,70.0,A,N
3366,33.0,F,N
3367,33.0,A,N
3368,61.0,B,N
3369,9.0,A,N
3370,72.0,C,N
3371,41.0,D,Y
3372,26.0,A,N
3373,6.0,C,N
3374,41.0,D,Y
3375,33.0,D,N
3376,19.0,B,N
3377,34.0,C,N
3378,69.0,C,N
3379,23.0,D,N
3380,54.0,A,N
3381,23.0,A,N
3382,52.0,C,N
3383,38.0,A,N
3384,30.0,D,N
3385,74.0,B,N
3386,68.0,F,Y
3387,59.0,C,N
3388,48.0,C,N
3389,41.0,D,N
3390,41.0,F,N
3391,65.0,F,N
3392,62.0,D,Y
3393,,,Y
3394,,,Y
3395,29.0,A,N
3396,44.0,A,N
3397,44.0,D,N
3398,,,Y
3399,61.0,D,N
3400,10.0,C,Y
3401,78.0,B,N
3402,90.0,D,N
3403,48.0,D,Y
3404,36.0,C,N
3405,28.0,B,N
3406,29.0,B,N
3407,,,Y
3408,46.0,B,N
3409,9.0,A,N
3410,71.0,D,Y
3411,41.0,A,N
3412,72.0,F,N
3413,27.0,A,N
3414,49.0,B,N
3415,58.0,B,Y
3416,44.0,A,N
3417,35.0,D,N
3418,54.0,C,N
3419,83.0,F,N
3420,3.0,B,N
3421,,,Y
3422,88.0,A,N
3423,13.0,B,N
3424,95.0,D,N
3425,68.0,A,N
3426,69.0,B,N
3427,42.0,A,N
3428,,,Y
3429,,,Y
3430,,,Y
3431,69.0,A,N
3432,43.0,B,N
3433,49.0,B,N
3434,38.0,F,Y
3435,86.0,D,N
3436,37.0,A,N
3437,45.0,B,N
3438,,,Y
3439,78.0,B,Y
3440,5.0,C,Y
3441,47.0,D,Y
3442,4.0,F,N
3443,25.0,F,N
3444,,,Y
3445,77.0,F,Y
3446,,,Y
3447,68.0,D,N
3448,,,Y
3449,60.0,C,N
3450,24.0,D,N
3451,,,Y
3452,88.0,B,N
3453,,,Y
3454,66.0,B,N
3455,5.0,D,Y
3456,45.0,C,N
3457,,,Y
3458,34.0,B,N
3459,,,Y
3460,60.0,F,N
3461,36.0,C,N
3462,15.0,C,Y
3463,,,Y
3464,76.0,A,N
3465,95.0,C,N
3466,3.0,D,N
3467,44.0,F,N
3468,,,Y
3469,27.0,F,N
3470,44.0,B,N
3471,10.0,F,Y
3472,47.0,B,N
3473,37.0,F,N
3474,54.0,D,N
3475,98.0,B,N
3476,87.0,B,N
3477,31.0,D,N
3478,,,Y
3479,49.0,A,N
3480,73.0,D,N
3481,30.0,A,N
3482,55.0,A,N
3483,19.0,F,N
3484,77.0,F,N
3485,,,Y
3486,38.0,B,N
3487,62.0,C,N
3488,80.0,A,N
3489,19.0,A,N
3490,,,Y
3491,19.0,F,N
3492,8.0,A,N
3493,,,Y
3494,71.0,F,N
3495,28.0,B,N
3496,,,Y
3497,33.0,F,N
3498,35.0,B,N
3499,64.0,C,N
3500,28.0,A,N
3501,76.0,F,N
3502,,,Y
3503,94.0,C,N
3504,38.0,A,N
3505,,,Y
3506,,,Y
3507,89.0,D,N
3508,67.0,A,N
3509,38.0,A,N
3510,25.0,B,N
3511,54.0,D,Y
3512,54.0,A,N
3513,63.0,B,N
3514,30.0,F,N
3515,47.0,C,N
3516,46.0,B,N
3517,,,Y
3518,59.0,D,Y
3519,51.0,C,N
3520,80.0,D,Y
3521,47.0,B,N
3522,26.0,D,Y
3523,29.0,A,N
3524,37.0,A,N
3525,52.0,B,N
3526,84.0,C,N
3527,21.0,F,Y
3528,36.0,A,N
3529,,,Y
3530,20.0,F,N
3531,,,Y
3532,16.0,B,N
3533,38.0,A,N
3534,,,Y
3535,,,Y
3536,66.0,D,N
3537,39.0,A,N
3538,67.0,A,N
3539,49.0,B,N
3540,,,Y
3541,64.0,F,N
3542,95.0,B,N
3543,,,Y
3544,11.0,D,N
3545,66.0,D,N
3546,87.0,A,N
3547,,,Y
3548,,,Y
3549,29.0,C,Y
3550,26.0,B,N
3551,86.0,C,N
3552,45.0,B,N
3553,35.0,B,N
3554,,,Y
3555,30.0,B,N
3556,74.0,A,N
3557,86.0,F,N
3558,85.0,A,N
3559,,,Y
3560,29.0,D,Y
3561,33.0,C,N
3562,56.0,F,N
3563,34.0,D,N
3564,30.0,A,N
3565,35.0,F,Y
3566,19.0,F,N
3567,51.0,D,Y
3568,37.0,F,Y
3569,49.0,C,N
3570,89.0,F,N
3571,,,Y
3572,54.0,D,Y
3573,90.0,F,N
3574,72.0,B,N
3575,49.0,F,N
3576,,,Y
3577,,,Y
3578,28.0,D,Y
3579,60.0,C,N
3580,43.0,A,N
3581,,,Y
3582,80.0,B,N
3583,40.0,A,N
3584,,,Y
3585,63.0,B,N
3586,,,Y
3587,34.0,F,N
3588,46.0,B,N
3589,58.0,B,N
3590,39.0,A,N
3591,93.0,B,N
3592,48.0,C,N
3593,60.0,C,N
3594,64.0,F,N
3595,,,Y
3596,77.0,C,N
3597,29.0,D,N
3598,,,Y
3599,91.0,C,N
3600,40.0,B,N
3601,97.0,C,N
3602,72.0,F,N
3603,93.0,F,N
3604,,,Y
3605,58.0,C,Y
3606,,,Y
3607,66.0,F,N
3608,14.0,B,N
3609,52.0,D,Y
3610,,,Y
3611,,,Y
3612,62.0,F,N
3613,75.0,B,N
3614,25.0,A,N
3615,36.0,A,N
3616,2.0,C,N
3617,18.0,A,N
3618,46.0,B,Y
3619,47.0,D,N
3620,36.0,F,N
3621,,,Y
3622,40.0,F,N
3623,,,Y
3624,39.0,D,Y
3625,35.0,D,Y
3626,41.0,A,N
3627,41.0,D,N
3628,26.0,F,N
3629,,,Y
3630,15.0,D,N
3631,26.0,F,N
3632,76.0,D,N
3633,,,Y
3634,,,Y
3635,40.0,B,N
3636,,,Y
3637,67.0,A,N
3638,45.0,B,N
3639,2.0,D,N
3640,71.0,C,N
3641,73.0,B,N
3642,,,Y
3643,,,Y
3644,29.0,A,N
3645,20.0,F,Y
3646,16.0,F,N
3647,72.0,C,N
3648,23.0,C,Y
3649,56.0,B,N
3650,66.0,C,N
3651,39.0,B,N
3652,,,Y
3653,70.0,B,N
3654,69.0,C,N
3655,63.0,B,N
3656,,,Y
3657,57.0,C,N
3658,54.0,C,N
3659,29.0,D,Y
3660,52.0,A,N
3661,,,Y
3662,29.0,C,N
3663,25.0,D,Y
3664,,,Y
3665,16.0,B,N
3666,75.0,D,Y
3667,99.0,D,N
3668,8.0,C,N
3669,82.0,F,N
3670,99.0,A,N
3671,34.0,B,N
3672,,,Y
3673,42.0,D,Y
3674,71.0,D,N
3675,96.0,A,N
3676,43.0,D,Y
3677,83.0,F,N
3678,57.0,C,N
3679,61.0,B,Y
3680,78.0,B,N
3681,,,Y
3682,56.0,F,Y
3683,25.0,F,Y
3684,33.0,F,N
3685,53.0,B,N
3686,,,Y
3687,44.0,A,N
3688,3.0,C,N
3689,79.0,B,N
3690,46.0,D,N
3691,27.0,F,Y
3692,96.0,C,N
3693,66.0,D,Y
3694,37.0,B,N
3695,4.0,C,N
3696,66.0,A,N
3697,57.0,B,N
3698,59.0,A,N
3699,18.0,D,N
3700,65.0,C,N
3701,47.0,F,Y
3702,79.0,C,N
3703,47.0,B,N
3704,40.0,B,N
3705,91.0,C,N
3706,96.0,C,N
3707,,,Y
3708,,,Y
3709,10.0,A,Y
3710,68.0,D,N
3711,46.0,F,N
3712,2.0,B,N
3713,25.0,B,N
3714,40.0,A,Y
3715,43.0,D,Y
3716,19.0,D,N
3717,39.0,F,Y
3718,,,Y
3719,72.0,F,N
3720,25.0,F,N
3721,44.0,D,N
3722,57.0,A,N
3723,79.0,B,N
3724,22.0,C,Y
3725,78.0,B,N
3726,,,Y
3727,54.0,C,N
3728,35.0,F,N
3729,47.0,F,N
3730,,,Y
3731,21.0,F,N
3732,72.0,C,N
3733,19.0,F,Y
3734,67.0,D,N
3735,,,Y
3736,89.0,B,N
3737,,,Y
3738,53.0,B,N
3739,25.0,A,N
3740,,,Y
3741,38.0,F,N
3742,48.0,B,N
3743,,,Y
3744,45.0,D,Y
3745,39.0,C,N
3746,89.0,F,N
3747,69.0,B,Y
3748,26.0,B,N
3749,57.0,B,N
3750,32.0,D,Y
3751,66.0,A,N
3752,64.0,B,N
3753,49.0,D,N
3754,23.0,B,N
3755,,,Y
3756,53.0,C,Y
3757,91.0,B,N
3758,60.0,B,N
3759,9.0,C,N
3760,,,Y
3761,51.0,C,N
3762,46.0,D,N
3763,32.0,C,N
3764,,,Y
3765,47.0,D,Y
3766,49.0,D,Y
3767,62.0,C,N
3768,,,Y
3769,19.0,B,N
3770,,,Y
3771,82.0,D,N
3772,51.0,F,N
3773,,,Y
3774,82.0,F,Y
3775,58.0,A,N
3776,32.0,F,N
3777,36.0,C,N
3778,32.0,A,N
3779,78.0,F,Y
3780,88.0,C,N
3781,17.0,B,N
3782,74.0,A,N
3783,,,Y
3784,71.0,F,N
3785,,,Y
3786,96.0,B,N
3787,18.0,A,N
3788,,,Y
3789,23.0,A,N
3790,7.0,D,N
3791,,,Y
3792,7.0,C,N
3793,56.0,F,N
3794,67.0,D,Y
3795,83.0,F,Y
3796,,,Y
3797,,,Y
3798,24.0,A,N
3799,47.0,F,Y
3800,83.0,F,N
3801,32.0,D,Y
3802,5.0,F,N
3803,14.0,A,N
3804,,,Y
3805,60.0,F,N
3806,67.0,C,N
3807,82.0,B,N
3808,,,Y
3809,50.0,D,N
3810,3.0,A,N
3811,45.0,C,N
3812,,,Y
3813,45.0,D,N
3814,,,Y
3815,,,Y
3816,87.0,D,N
3817,8.0,C,N
3818,80.0,C,N
3819,61.0,A,N
3820,5.0,D,Y
3821,,,Y
3822,,,Y
3823,,,Y
3824,29.0,A,Y
3825,52.0,F,N
3826,20.0,A,N
3827,39.0,A,N
3828,21.0,A,N
3829,,,Y
3830,97.0,C,N
3831,,,Y
3832,,,Y
3833,63.0,A,N
3834,46.0,F,N
3835,86.0,C,N
3836,79.0,D,Y
3837,55.0,F,N
3838,13.0,A,N
3839,,,Y
3840,,,Y
3841,51.0,F,N
3842,55.0,B,N
3843,86.0,A,Y
3844,43.0,F,N
3845,37.0,F,N
3846,54.0,C,N
3847,83.0,F,Y
3848,,,Y
3849,62.0,A,N
3850,49.0,D,Y
3851,4.0,F,N
3852,,,Y
3853,,,Y
3854,73.0,F,N
3855,36.0,D,N
3856,68.0,F,N
3857,80.0,F,N
3858,78.0,F,Y
3859,63.0,A,N
3860,27.0,C,N
3861,21.0,C,Y
3862,,,Y
3863,68.0,C,N
3864,61.0,D,N
3865,45.0,D,Y
3866,,,Y
3867,64.0,F,N
3868,,,Y
3869,,,Y
3870,,,Y
3871,,,Y
3872,,,Y
3873,66.0,B,N
3874,,,Y
3875,7.0,F,N
3876,28.0,A,N
3877,31.0,B,N
3878,,,Y
3879,57.0,A,N
3880,96.0,F,N
3881,99.0,C,N
3882,,,Y
3883,25.0,D,Y
3884,,,Y
3885,20.0,D,Y
3886,68.0,D,Y
3887,26.0,C,N
3888,72.0,C,N
3889,36.0,C,Y
3890,9.0,F,N
3891,,,Y
3892,81.0,F,N
3893,,,Y
3894,42.0,A,Y
3895,18.0,B,N
3896,36.0,C,N
3897,26.0,F,Y
3898,16.0,C,Y
3899,75.0,F,N
3900,90.0,D,Y
3901,40.0,D,N
3902,39.0,F,N
3903,48.0,C,N
3904,1.0,D,Y
3905,48.0,B,N
3906,28.0,A,N
3907,11.0,B,N
3908,81.0,B,N
3909,13.0,B,N
3910,24.0,D,N
3911,,,Y
3912,42.0,D,N
3913,,,Y
3914,24.0,D,Y
3915,51.0,C,N
3916,25.0,F,Y
3917,68.0,D,Y
3918,,,Y
3919,67.0,A,N
3920,59.0,C,Y
3921,75.0,A,N
3922,80.0,C,N
3923,18.0,C,N
3924,2.0,D,N
3925,47.0,A,N
3926,,,Y
3927,96.0,D,N
3928,63.0,C,N
3929,56.0,D,Y
3930,66.0,F,Y
3931,31.0,C,N
3932,21.0,B,Y
3933,,,Y
3934,85.0,B,N
3935,,,Y
3936,40.0,F,N
3937,63.0,F,N
3938,29.0,D,N
3939,10.0,F,Y
3940,,,Y
3941,,,Y
3942,50.0,A,N
3943,91.0,B,N
3944,,,Y
3945,58.0,A,N
3946,50.0,F,Y
3947,77.0,C,N
3948,9.0,D,Y
3949,33.0,B,N
3950,33.0,A,N
3951,35.0,D,N
3952,76.0,D,N
3953,29.0,B,N
3954,33.0,D,N
3955,48.0,A,N
3956,45.0,D,N
3957,16.0,C,Y
3958,54.0,C,N
3959,98.0,B,N
3960,80.0,D,Y
3961,,,Y
3962,75.0,A,N
3963,53.0,F,Y
3964,,,Y
3965,85.0,C,N
3966,44.0,B,N
3967,20.0,A,N
3968,50.0,D,N
3969,70.0,D,N
3970,52.0,F,Y
3971,44.0,B,N
3972,,,Y
3973,26.0,D,Y
3974,47.0,D,Y
3975,79.0,F,Y
3976,,,Y
3977,22.0,D,N
3978,91.0,A,Y
3979,,,Y
3980,58.0,F,N
3981,72.0,D,N
3982,,,Y
3983,53.0,C,N
3984,46.0,B,Y
3985,42.0,D,N
3986,,,Y
3987,89.0,C,N
3988,89.0,C,N
3989,,,Y
3990,,,Y
3991,29.0,F,Y
3992,20.0,F,N
3993,,,Y
3994,85.0,F,Y
3995,,,Y
3996,95.0,F,N
3997,52.0,D,N
3998,7.0,B,N
3999,,,Y
4000,12.0,B,Y
4001,14.0,B,Y
4002,21.0,A,N
4003,31.0,F,N
4004,28.0,D,Y
4005,35.0,F,Y
4006,,,Y
4007,32.0,C,N
4008,56.0,D,Y
4009,,,Y
4010,58.0,C,N
4011,32.0,C,Y
4012,86.0,F,N
4013,30.0,F,N
4014,30.0,A,N
4015,47.0,F,N
4016,,,Y
4017,24.0,A,N
4018,89.0,D,Y
4019,,,Y
4020,95.0,F,N
4021,1.0,C,N
4022,52.0,B,N
4023,79.0,A,N
4024,85.0,F,N
4025,30.0,A,N
4026,71.0,D,N
4027,,,Y
4028,,,Y
4029,58.0,C,N
4030,58.0,F,N
4031,71.0,C,N
4032,40.0,D,Y
4033,18.0,D,N
4034,74.0,F,N
4035,79.0,C,N
4036,62.0,D,N
4037,48.0,F,N
4038,22.0,B,Y
4039,,,Y
4040,28.0,B,N
4041,60.0,F,Y
4042,35.0,C,N
4043,4.0,F,N
4044,92.0,B,N
4045,11.0,A,N
4046,,,Y
4047,82.0,B,N
4048,13.0,F,Y
4049,69.0,C,N
4050,,,Y
4051,54.0,D,Y
4052,66.0,D,N
4053,54.0,F,N
4054,60.0,B,N
4055,43.0,C,N
4056,,,Y
4057,80.0,A,N
4058,62.0,F,N
4059,,,Y
4060,24.0,A,N
4061,,,Y
4062,47.0,D,N
4063,40.0,D,N
4064,89.0,B,N
4065,,,Y
