,session 3,session 4,test 2
5701,75.0,30.0,A
5702,5.0,29.0,B
5703,,,
5704,35.0,5.0,D
5705,1.0,26.0,F
5706,4.0,98.0,B
5707,60.0,24.0,F
5708,58.0,24.0,C
5709,55.0,28.0,B
5710,,,
5711,,,
5712,54.0,58.0,C
5713,44.0,31.0,D
5714,,,
5715,6.0,43.0,D
5716,38.0,25.0,C
5717,33.0,46.0,D
5718,53.0,75.0,B
5719,93.0,27.0,A
5720,10.0,22.0,D
5721,80.0,75.0,A
5722,8.0,9.0,B
5723,66.0,42.0,A
5724,72.0,62.0,D
5725,58.0,71.0,A
5726,7.0,81.0,A
5727,74.0,16.0,A
5728,32.0,21.0,A
5729,6.0,59.0,C
5730,57.0,54.0,D
5731,,,
5732,,,
5733,98.0,26.0,A
5734,19.0,54.0,F
5735,74.0,36.0,C
5736,25.0,57.0,D
5737,77.0,35.0,B
5738,28.0,47.0,D
5739,2.0,50.0,B
5740,6.0,99.0,C
5741,,,
5742,17.0,44.0,A
5743,,,
5744,63.0,20.0,C
5745,98.0,41.0,B
5746,,,
5747,43.0,2.0,D
5748,45.0,76.0,F
5749,11.0,14.0,B
5750,16.0,65.0,C
5751,31.0,44.0,D
5752,,,
5753,1.0,17.0,F
5754,57.0,12.0,F
5755,46.0,8.0,C
5756,77.0,70.0,A
5757,67.0,67.0,A
5758,41.0,83.0,A
5759,75.0,53.0,B
5760,56.0,28.0,F
5761,8.0,42.0,C
5762,18.0,11.0,D
5763,3.0,13.0,C
5764,23.0,54.0,D
5765,91.0,46.0,A
5766,7.0,29.0,C
5767,7.0,23.0,D
5768,,,
5769,4.0,28.0,C
5770,53.0,53.0,F
5771,54.0,13.0,F
5772,78.0,2.0,F
5773,79.0,74.0,A
5774,48.0,94.0,F
5775,20.0,8.0,D
5776,6.0,52.0,C
5777,57.0,52.0,D
5778,,,
5779,20.0,57.0,C
5780,51.0,6.0,F
5781,96.0,78.0,C
5782,35.0,97.0,F
5783,95.0,20.0,C
5784,52.0,59.0,C
5785,28.0,48.0,D
5786,31.0,22.0,F
5787,56.0,16.0,D
5788,58.0,38.0,F
5789,7.0,15.0,C
5790,,,
5791,94.0,18.0,B
5792,13.0,75.0,C
5793,,,
5794,5.0,57.0,D
5795,42.0,15.0,B
5796,51.0,41.0,C
5797,44.0,31.0,D
5798,43.0,12.0,F
5799,12.0,48.0,B
5800,13.0,8.0,A
5801,77.0,48.0,A
5802,83.0,8.0,B
5803,30.0,45.0,D
5804,44.0,52.0,C
5805,61.0,26.0,D
5806,,,
5807,61.0,48.0,B
5808,,,
5809,27.0,93.0,B
5810,75.0,53.0,A
5811,1.0,9.0,F
5812,18.0,13.0,C
5813,32.0,86.0,C
5814,91.0,36.0,C
5815,7.0,86.0,C
5816,74.0,21.0,B
5817,37.0,17.0,F
5818,35.0,49.0,D
5819,9.0,67.0,A
5820,12.0,39.0,C
5821,4.0,28.0,D
5822,7.0,64.0,B
5823,29.0,26.0,F
5824,77.0,42.0,A
5825,55.0,37.0,F
5826,,,
5827,12.0,42.0,B
5828,13.0,99.0,B
5829,12.0,10.0,A
5830,3.0,25.0,A
5831,60.0,39.0,D
5832,40.0,49.0,D
5833,82.0,19.0,C
5834,4.0,69.0,C
5835,34.0,76.0,B
5836,97.0,19.0,C
5837,60.0,47.0,C
5838,93.0,55.0,C
5839,49.0,51.0,F
5840,38.0,54.0,D
5841,17.0,13.0,F
5842,,,
5843,1.0,27.0,B
5844,23.0,39.0,C
5845,74.0,43.0,D
5846,86.0,17.0,A
5847,46.0,14.0,A
5848,88.0,45.0,A
5849,76.0,60.0,A
5850,41.0,54.0,F
5851,84.0,69.0,C
5852,63.0,38.0,C
5853,82.0,56.0,B
5854,54.0,84.0,F
5855,66.0,33.0,A
5856,53.0,42.0,A
5857,58.0,50.0,C
5858,21.0,36.0,F
5859,99.0,21.0,F
5860,53.0,15.0,D
5861,78.0,76.0,C
5862,49.0,16.0,F
5863,66.0,53.0,D
5864,16.0,33.0,C
5865,52.0,99.0,C
5866,77.0,40.0,F
5867,73.0,67.0,D
5868,24.0,8.0,D
5869,71.0,98.0,B
5870,21.0,23.0,A
5871,28.0,51.0,D
5872,44.0,51.0,D
5873,13.0,60.0,B
5874,25.0,39.0,B
5875,46.0,50.0,A
5876,78.0,71.0,C
5877,6.0,22.0,C
5878,51.0,32.0,A
5879,49.0,9.0,F
5880,31.0,62.0,F
5881,46.0,19.0,D
5882,82.0,22.0,F
5883,5.0,45.0,F
5884,59.0,9.0,C
5885,50.0,33.0,F
5886,1.0,13.0,C
5887,12.0,31.0,D
5888,33.0,54.0,D
5889,13.0,31.0,F
5890,33.0,33.0,D
5891,69.0,21.0,C
5892,31.0,33.0,D
5893,7.0,50.0,D
5894,24.0,94.0,D
5895,,,
5896,92.0,56.0,B
5897,44.0,87.0,A
5898,7.0,67.0,C
5899,38.0,2.0,F
5900,90.0,26.0,B
5901,92.0,27.0,C
5902,,,
5903,60.0,47.0,B
5904,15.0,10.0,C
5905,89.0,55.0,B
5906,97.0,49.0,C
5907,86.0,47.0,D
5908,61.0,95.0,D
5909,52.0,9.0,A
5910,63.0,9.0,F
5911,1.0,38.0,C
5912,31.0,50.0,A
5913,75.0,68.0,A
5914,58.0,75.0,D
5915,96.0,96.0,F
5916,36.0,24.0,B
5917,28.0,33.0,D
5918,12.0,23.0,B
5919,68.0,17.0,F
5920,33.0,49.0,D
5921,14.0,7.0,F
5922,97.0,37.0,D
5923,86.0,57.0,D
5924,95.0,39.0,D
5925,73.0,46.0,D
5926,54.0,39.0,F
5927,13.0,48.0,F
5928,65.0,11.0,C
5929,6.0,32.0,A
5930,63.0,64.0,A
5931,58.0,76.0,B
5932,29.0,27.0,F
5933,75.0,73.0,A
5934,3.0,38.0,F
5935,10.0,14.0,C
5936,87.0,75.0,B
5937,11.0,51.0,B
5938,,,
5939,61.0,74.0,C
5940,81.0,52.0,B
5941,96.0,48.0,A
5942,79.0,76.0,A
5943,2.0,52.0,A
5944,3.0,39.0,B
5945,4.0,24.0,B
5946,36.0,32.0,D
5947,78.0,95.0,D
5948,10.0,10.0,C
5949,94.0,30.0,C
5950,57.0,4.0,A
5951,60.0,9.0,F
5952,74.0,32.0,F
5953,40.0,61.0,D
5954,82.0,34.0,F
5955,60.0,25.0,B
5956,53.0,23.0,B
5957,80.0,24.0,D
5958,61.0,9.0,A
5959,72.0,85.0,A
5960,59.0,33.0,B
5961,6.0,39.0,F
5962,1.0,14.0,B
5963,53.0,55.0,F
5964,48.0,11.0,F
5965,68.0,21.0,C
5966,15.0,0.0,B
5967,12.0,48.0,C
5968,63.0,4.0,A
5969,79.0,77.0,F
5970,83.0,17.0,B
5971,38.0,47.0,B
5972,40.0,58.0,A
5973,68.0,5.0,D
5974,38.0,38.0,D
5975,68.0,98.0,A
5976,2.0,39.0,C
5977,85.0,88.0,B
5978,7.0,97.0,A
5979,74.0,61.0,B
5980,57.0,12.0,D
5981,21.0,43.0,D
5982,13.0,30.0,F
5983,25.0,89.0,F
5984,1.0,56.0,C
5985,98.0,56.0,B
5986,34.0,0.0,B
5987,41.0,20.0,B
5988,13.0,22.0,C
5989,14.0,76.0,F
5990,,,
5991,60.0,27.0,F
5992,33.0,54.0,D
5993,5.0,10.0,D
5994,32.0,46.0,D
5995,14.0,43.0,B
5996,17.0,57.0,D
5997,48.0,53.0,C
5998,65.0,42.0,C
5999,23.0,50.0,D
6000,47.0,33.0,D
6001,86.0,45.0,D
6002,52.0,30.0,C
6003,37.0,44.0,D
6004,11.0,17.0,B
6005,46.0,6.0,A
6006,50.0,26.0,A
6007,72.0,84.0,D
6008,40.0,53.0,C
6009,69.0,19.0,D
6010,43.0,50.0,F
6011,89.0,43.0,D
6012,71.0,43.0,A
6013,6.0,4.0,F
6014,55.0,76.0,F
6015,81.0,49.0,A
6016,40.0,7.0,F
6017,41.0,44.0,D
6018,86.0,44.0,F
6019,33.0,9.0,C
6020,40.0,28.0,F
6021,7.0,40.0,D
6022,44.0,30.0,C
6023,81.0,52.0,A
6024,81.0,13.0,C
6025,30.0,97.0,C
6026,10.0,13.0,D
6027,,,
6028,13.0,83.0,D
6029,1.0,47.0,A
6030,77.0,73.0,B
6031,23.0,24.0,A
6032,83.0,53.0,B
6033,48.0,79.0,D
6034,43.0,16.0,F
6035,36.0,31.0,F
6036,1.0,30.0,B
6037,13.0,16.0,B
6038,10.0,56.0,D
6039,75.0,98.0,D
6040,30.0,44.0,F
6041,81.0,42.0,F
6042,,,
6043,10.0,53.0,C
6044,27.0,11.0,F
6045,80.0,76.0,D
6046,58.0,57.0,A
6047,37.0,39.0,D
6048,58.0,36.0,D
6049,,,
6050,67.0,77.0,A
6051,59.0,28.0,A
6052,42.0,79.0,F
6053,88.0,9.0,C
6054,22.0,75.0,B
6055,21.0,56.0,D
6056,52.0,68.0,A
6057,69.0,34.0,A
6058,,,
6059,29.0,45.0,D
6060,11.0,36.0,A
6061,4.0,36.0,D
6062,25.0,60.0,A
6063,45.0,11.0,F
6064,38.0,49.0,C
6065,3.0,14.0,A
6066,54.0,5.0,C
6067,39.0,57.0,F
6068,81.0,8.0,A
6069,92.0,70.0,C
6070,5.0,14.0,B
6071,8.0,37.0,B
6072,66.0,26.0,D
6073,90.0,19.0,A
6074,58.0,81.0,A
6075,53.0,48.0,A
6076,70.0,61.0,C
6077,24.0,43.0,C
6078,4.0,46.0,A
6079,45.0,35.0,C
6080,47.0,12.0,F
6081,54.0,68.0,A
6082,78.0,66.0,F
6083,82.0,93.0,A
6084,45.0,21.0,B
6085,82.0,2.0,A
6086,69.0,47.0,B
6087,56.0,49.0,D
6088,27.0,14.0,F
6089,11.0,19.0,D
6090,38.0,6.0,D
6091,97.0,54.0,B
6092,91.0,45.0,A
6093,1.0,17.0,B
6094,88.0,20.0,F
6095,4.0,8.0,B
6096,91.0,64.0,C
6097,9.0,57.0,C
6098,,,
6099,21.0,2.0,A
6100,,,
6101,77.0,16.0,F
6102,89.0,4.0,A
6103,81.0,57.0,B
6104,3.0,22.0,A
6105,37.0,35.0,D
6106,4.0,63.0,D
6107,52.0,1.0,F
6108,36.0,53.0,F
6109,44.0,44.0,F
6110,60.0,54.0,B
6111,21.0,34.0,F
6112,2.0,33.0,C
6113,99.0,39.0,C
6114,70.0,24.0,A
6115,76.0,46.0,D
6116,15.0,41.0,D
6117,87.0,17.0,C
6118,19.0,47.0,F
6119,4.0,47.0,D
6120,60.0,99.0,A
6121,68.0,74.0,A
6122,64.0,9.0,A
6123,5.0,42.0,D
6124,13.0,38.0,B
6125,44.0,10.0,F
6126,,,
6127,74.0,68.0,F
6128,8.0,12.0,B
6129,,,
6130,22.0,81.0,A
6131,59.0,21.0,A
6132,65.0,17.0,F
6133,27.0,39.0,B
6134,12.0,45.0,D
6135,53.0,22.0,F
6136,32.0,33.0,C
6137,86.0,92.0,C
6138,9.0,59.0,C
6139,74.0,59.0,B
6140,49.0,78.0,F
6141,36.0,20.0,A
6142,5.0,51.0,A
6143,9.0,24.0,A
6144,,,
6145,82.0,12.0,B
6146,42.0,66.0,B
6147,1.0,40.0,C
6148,,,
6149,12.0,38.0,C
6150,69.0,48.0,F
6151,67.0,28.0,D
6152,4.0,25.0,C
6153,78.0,70.0,C
6154,19.0,75.0,F
6155,33.0,44.0,C
6156,56.0,40.0,C
6157,70.0,4.0,A
6158,47.0,31.0,C
6159,85.0,54.0,A
6160,81.0,77.0,F
6161,58.0,92.0,A
6162,62.0,48.0,C
6163,75.0,33.0,F
6164,4.0,9.0,D
6165,25.0,10.0,D
6166,69.0,47.0,A
6167,,,
6168,90.0,71.0,D
6169,,,
6170,66.0,74.0,B
6171,86.0,60.0,A
6172,57.0,38.0,A
6173,12.0,77.0,A
6174,41.0,61.0,A
6175,71.0,50.0,F
6176,11.0,43.0,D
6177,2.0,25.0,B
6178,49.0,80.0,A
6179,74.0,90.0,D
6180,5.0,33.0,B
6181,63.0,49.0,C
6182,75.0,89.0,A
6183,7.0,14.0,C
6184,98.0,38.0,B
6185,83.0,40.0,A
6186,17.0,46.0,A
6187,75.0,51.0,A
6188,69.0,9.0,F
6189,3.0,19.0,D
6190,33.0,35.0,F
6191,26.0,72.0,F
6192,72.0,63.0,A
6193,42.0,98.0,A
6194,73.0,40.0,A
6195,67.0,92.0,A
6196,43.0,13.0,F
6197,32.0,94.0,F
6198,78.0,86.0,A
6199,,,
6200,88.0,21.0,B
6201,29.0,37.0,D
6202,97.0,48.0,B
6203,78.0,66.0,C
6204,91.0,30.0,C
6205,81.0,77.0,F
6206,77.0,58.0,B
6207,96.0,63.0,D
6208,56.0,51.0,C
6209,55.0,46.0,C
6210,25.0,18.0,C
6211,35.0,27.0,B
6212,33.0,50.0,C
6213,55.0,51.0,C
6214,26.0,60.0,C
6215,,,
6216,66.0,91.0,F
6217,34.0,78.0,B
6218,78.0,42.0,A
6219,,,
6220,87.0,73.0,A
6221,66.0,31.0,F
6222,31.0,14.0,B
6223,8.0,45.0,D
6224,8.0,20.0,A
6225,60.0,66.0,A
6226,9.0,29.0,C
6227,9.0,45.0,B
6228,30.0,24.0,F
6229,43.0,30.0,D
6230,78.0,39.0,D
6231,54.0,82.0,A
6232,97.0,67.0,C
6233,78.0,73.0,B
6234,98.0,35.0,A
6235,38.0,53.0,D
6236,24.0,63.0,D
6237,5.0,4.0,F
6238,87.0,25.0,A
6239,86.0,20.0,C
6240,71.0,5.0,C
6241,87.0,62.0,D
6242,10.0,32.0,D
6243,47.0,26.0,C
6244,,,
6245,8.0,13.0,C
6246,31.0,27.0,F
6247,37.0,54.0,C
6248,11.0,21.0,A
6249,57.0,53.0,B
6250,65.0,56.0,F
6251,49.0,59.0,D
6252,27.0,86.0,A
6253,53.0,31.0,A
6254,21.0,35.0,D
6255,4.0,46.0,C
6256,3.0,13.0,C
6257,43.0,42.0,D
6258,,,
6259,,,
6260,65.0,92.0,A
6261,34.0,35.0,D
6262,82.0,20.0,A
6263,98.0,3.0,C
6264,71.0,53.0,D
6265,74.0,19.0,C
6266,80.0,29.0,A
6267,1.0,57.0,C
6268,9.0,14.0,C
6269,86.0,62.0,F
6270,56.0,46.0,F
6271,50.0,12.0,F
6272,6.0,57.0,F
6273,88.0,64.0,B
6274,99.0,60.0,F
6275,13.0,30.0,D
6276,4.0,60.0,D
6277,53.0,35.0,D
6278,26.0,46.0,F
6279,7.0,19.0,D
6280,4.0,52.0,D
6281,,,
6282,53.0,49.0,B
6283,4.0,30.0,F
6284,84.0,52.0,B
6285,54.0,32.0,B
6286,80.0,48.0,F
6287,78.0,72.0,C
6288,77.0,70.0,A
6289,70.0,10.0,A
6290,47.0,6.0,A
6291,7.0,39.0,C
6292,39.0,50.0,D
6293,10.0,11.0,B
6294,22.0,44.0,C
6295,54.0,17.0,F
6296,13.0,31.0,A
6297,73.0,88.0,F
6298,9.0,43.0,A
6299,40.0,36.0,B
6300,47.0,56.0,C
6301,59.0,38.0,A
6302,38.0,12.0,C
6303,73.0,89.0,F
6304,62.0,14.0,F
6305,77.0,10.0,A
6306,47.0,72.0,A
6307,8.0,18.0,A
6308,,,
6309,86.0,64.0,A
6310,57.0,98.0,F
6311,67.0,78.0,B
6312,32.0,44.0,B
6313,32.0,21.0,D
6314,7.0,46.0,A
6315,,,
6316,75.0,65.0,B
6317,55.0,53.0,C
6318,6.0,28.0,D
6319,88.0,69.0,C
6320,75.0,55.0,A
6321,57.0,30.0,D
6322,53.0,14.0,F
6323,96.0,32.0,F
6324,55.0,30.0,C
6325,59.0,82.0,C
6326,48.0,52.0,C
6327,37.0,32.0,B
6328,70.0,18.0,B
6329,3.0,41.0,D
6330,89.0,99.0,F
6331,48.0,5.0,F
6332,63.0,56.0,F
6333,61.0,76.0,F
6334,88.0,66.0,F
6335,5.0,12.0,B
6336,22.0,92.0,B
6337,99.0,73.0,B
6338,23.0,43.0,D
6339,82.0,44.0,A
6340,,,
6341,54.0,88.0,F
6342,3.0,33.0,F
6343,11.0,17.0,A
6344,37.0,46.0,D
6345,50.0,14.0,F
6346,27.0,48.0,C
6347,40.0,40.0,D
6348,72.0,73.0,B
6349,49.0,15.0,F
6350,,,
6351,,,
6352,44.0,99.0,A
6353,7.0,33.0,C
6354,59.0,33.0,F
6355,76.0,35.0,A
6356,72.0,57.0,A
6357,45.0,1.0,C
6358,41.0,67.0,F
6359,72.0,55.0,B
6360,68.0,41.0,A
6361,57.0,28.0,B
6362,3.0,2.0,C
6363,88.0,94.0,F
6364,45.0,37.0,B
6365,5.0,40.0,A
6366,85.0,69.0,D
6367,7.0,44.0,C
6368,57.0,60.0,A
6369,91.0,20.0,C
6370,6.0,42.0,C
6371,51.0,59.0,D
6372,59.0,43.0,D
6373,5.0,22.0,D
6374,55.0,65.0,B
6375,60.0,68.0,D
6376,77.0,21.0,A
6377,59.0,90.0,A
6378,21.0,32.0,D
6379,46.0,6.0,F
6380,93.0,26.0,C
6381,88.0,6.0,F
6382,72.0,65.0,D
6383,65.0,6.0,D
6384,83.0,40.0,A
6385,20.0,44.0,D
6386,78.0,20.0,A
6387,13.0,31.0,C
6388,66.0,21.0,B
6389,,,
6390,42.0,43.0,F
6391,29.0,83.0,B
6392,41.0,36.0,A
6393,28.0,32.0,D
6394,94.0,49.0,B
6395,98.0,76.0,C
6396,22.0,38.0,D
6397,8.0,15.0,C
6398,34.0,52.0,C
6399,36.0,18.0,F
6400,25.0,27.0,A
6401,74.0,53.0,F
6402,,,
6403,64.0,78.0,D
6404,63.0,80.0,B
6405,66.0,38.0,A
6406,,,
6407,,,
6408,,,
6409,37.0,40.0,F
6410,48.0,0.0,D
6411,72.0,45.0,D
6412,19.0,72.0,C
6413,85.0,45.0,F
6414,73.0,51.0,C
6415,29.0,52.0,D
6416,68.0,1.0,A
6417,22.0,78.0,C
6418,92.0,21.0,B
6419,62.0,11.0,D
6420,41.0,46.0,D
6421,58.0,21.0,D
6422,6.0,27.0,F
6423,1.0,45.0,C
6424,84.0,50.0,A
6425,75.0,26.0,D
6426,14.0,11.0,C
6427,77.0,36.0,A
6428,5.0,7.0,A
6429,62.0,26.0,C
6430,11.0,41.0,F
6431,67.0,16.0,F
6432,23.0,32.0,C
6433,9.0,41.0,C
6434,13.0,11.0,A
6435,63.0,98.0,D
6436,50.0,21.0,A
6437,50.0,55.0,A
6438,6.0,32.0,B
6439,75.0,61.0,A
6440,5.0,51.0,C
6441,44.0,46.0,D
6442,60.0,29.0,A
6443,96.0,49.0,B
6444,,,
6445,25.0,68.0,C
6446,10.0,32.0,D
6447,16.0,3.0,D
6448,84.0,24.0,A
6449,44.0,87.0,A
6450,57.0,37.0,A
6451,11.0,8.0,B
6452,12.0,54.0,B
6453,46.0,39.0,D
6454,35.0,34.0,F
6455,9.0,43.0,D
6456,47.0,30.0,D
6457,87.0,57.0,F
6458,4.0,9.0,C
6459,90.0,51.0,C
6460,58.0,76.0,A
6461,50.0,35.0,D
6462,,,
6463,59.0,41.0,D
6464,,,
6465,49.0,58.0,F
6466,12.0,19.0,A
6467,,,
6468,67.0,1.0,D
6469,53.0,42.0,C
6470,13.0,53.0,D
6471,45.0,5.0,A
6472,56.0,9.0,C
6473,79.0,16.0,B
6474,,,
6475,59.0,48.0,F
6476,55.0,54.0,F
6477,32.0,77.0,F
6478,23.0,32.0,C
6479,55.0,77.0,A
6480,42.0,14.0,A
6481,38.0,9.0,D
6482,76.0,79.0,D
6483,41.0,55.0,F
6484,53.0,99.0,A
6485,,,
6486,,,
6487,97.0,77.0,A
6488,42.0,55.0,A
6489,43.0,44.0,A
6490,1.0,32.0,A
6491,36.0,53.0,A
6492,78.0,46.0,F
6493,27.0,48.0,D
6494,82.0,74.0,F
6495,74.0,42.0,D
6496,9.0,40.0,C
6497,19.0,20.0,C
6498,82.0,52.0,A
6499,73.0,48.0,C
6500,94.0,74.0,D
6501,30.0,80.0,D
6502,47.0,48.0,D
6503,66.0,23.0,A
6504,58.0,76.0,D
6505,91.0,47.0,F
6506,6.0,17.0,B
6507,85.0,39.0,B
6508,32.0,68.0,A
6509,13.0,11.0,B
6510,,,
6511,51.0,21.0,C
6512,28.0,81.0,F
6513,77.0,85.0,B
6514,9.0,57.0,A
6515,38.0,1.0,F
6516,64.0,20.0,A
6517,13.0,12.0,B
6518,41.0,49.0,F
6519,8.0,30.0,C
6520,75.0,79.0,A
6521,54.0,10.0,C
6522,84.0,35.0,B
6523,21.0,34.0,D
6524,56.0,55.0,B
6525,56.0,24.0,A
6526,48.0,19.0,B
6527,49.0,10.0,A
6528,51.0,15.0,A
6529,,,
6530,39.0,48.0,D
6531,,,
6532,52.0,73.0,A
6533,56.0,68.0,A
6534,,,
6535,2.0,33.0,C
6536,57.0,50.0,A
6537,54.0,21.0,C
6538,50.0,75.0,F
6539,21.0,83.0,C
6540,51.0,64.0,B
6541,12.0,37.0,B
6542,81.0,72.0,C
6543,11.0,43.0,A
6544,43.0,25.0,F
6545,11.0,14.0,A
6546,88.0,54.0,C
6547,50.0,17.0,D
6548,86.0,1.0,C
6549,59.0,57.0,A
6550,15.0,77.0,C
6551,28.0,37.0,D
6552,6.0,24.0,A
6553,98.0,29.0,F
6554,84.0,91.0,A
6555,73.0,73.0,A
6556,61.0,72.0,F
6557,89.0,73.0,A
6558,,,
6559,81.0,60.0,B
6560,52.0,43.0,A
6561,11.0,41.0,A
6562,63.0,20.0,A
6563,61.0,56.0,C
6564,5.0,35.0,A
6565,11.0,10.0,C
6566,,,
6567,3.0,42.0,D
6568,44.0,14.0,F
6569,44.0,44.0,D
6570,60.0,20.0,A
6571,48.0,52.0,D
6572,66.0,19.0,F
6573,88.0,28.0,C
6574,4.0,49.0,A
6575,,,
6576,13.0,33.0,B
6577,48.0,42.0,D
6578,25.0,74.0,D
6579,53.0,10.0,F
6580,,,
6581,3.0,11.0,B
6582,52.0,48.0,D
6583,81.0,37.0,A
6584,56.0,10.0,D
6585,2.0,5.0,A
6586,59.0,64.0,F
6587,43.0,92.0,F
6588,7.0,42.0,C
6589,11.0,41.0,F
6590,56.0,20.0,B
6591,22.0,30.0,B
6592,38.0,36.0,F
6593,4.0,34.0,D
6594,65.0,48.0,C
6595,86.0,70.0,F
6596,50.0,32.0,C
6597,43.0,30.0,B
6598,36.0,57.0,F
6599,56.0,39.0,A
6600,1.0,48.0,A
6601,70.0,99.0,F
6602,30.0,36.0,F
6603,48.0,23.0,A
6604,83.0,64.0,B
6605,62.0,78.0,A
6606,49.0,94.0,C
6607,47.0,54.0,C
6608,3.0,34.0,B
6609,33.0,47.0,C
6610,,,
6611,53.0,44.0,C
6612,66.0,29.0,B
6613,29.0,33.0,C
6614,61.0,70.0,F
6615,79.0,75.0,A
6616,13.0,34.0,A
6617,43.0,46.0,F
6618,53.0,54.0,F
6619,,,
6620,83.0,56.0,C
6621,67.0,13.0,D
6622,66.0,25.0,B
6623,1.0,33.0,B
6624,2.0,47.0,B
6625,8.0,29.0,D
6626,40.0,52.0,D
6627,10.0,58.0,C
6628,45.0,45.0,D
6629,18.0,51.0,C
6630,13.0,39.0,F
6631,3.0,31.0,D
6632,8.0,31.0,A
6633,92.0,27.0,A
6634,85.0,52.0,B
6635,65.0,39.0,D
6636,5.0,46.0,A
6637,72.0,22.0,B
6638,1.0,55.0,C
6639,68.0,34.0,A
6640,84.0,66.0,C
6641,51.0,16.0,F
6642,61.0,15.0,A
6643,34.0,1.0,F
6644,6.0,32.0,B
6645,46.0,78.0,A
6646,,,
6647,91.0,44.0,A
6648,90.0,64.0,D
6649,45.0,39.0,C
6650,,,
6651,30.0,3.0,D
6652,67.0,42.0,A
6653,,,
6654,37.0,96.0,D
6655,78.0,31.0,D
6656,,,
6657,28.0,72.0,A
6658,3.0,92.0,F
6659,47.0,31.0,D
6660,48.0,27.0,A
6661,40.0,24.0,D
6662,79.0,46.0,D
6663,31.0,31.0,F
6664,47.0,16.0,A
6665,38.0,10.0,C
6666,3.0,44.0,D
6667,2.0,20.0,F
6668,75.0,19.0,A
6669,79.0,41.0,B
6670,59.0,42.0,F
6671,3.0,1.0,C
6672,35.0,42.0,D
6673,45.0,77.0,D
6674,8.0,50.0,B
6675,54.0,69.0,B
6676,28.0,31.0,D
6677,25.0,36.0,C
6678,70.0,30.0,A
6679,86.0,5.0,D
6680,,,
6681,45.0,12.0,A
6682,,,
6683,7.0,46.0,D
6684,84.0,55.0,D
6685,,,
6686,2.0,35.0,F
6687,99.0,54.0,B
6688,35.0,42.0,C
6689,61.0,49.0,A
6690,98.0,34.0,C
6691,31.0,32.0,D
6692,73.0,56.0,F
6693,46.0,95.0,B
6694,73.0,52.0,C
6695,59.0,68.0,A
6696,71.0,31.0,A
6697,42.0,23.0,F
6698,13.0,20.0,A
6699,16.0,10.0,F
6700,59.0,85.0,C
6701,41.0,63.0,A
6702,53.0,11.0,D
6703,,,
6704,64.0,3.0,F
6705,83.0,51.0,F
6706,31.0,14.0,F
6707,54.0,36.0,D
6708,61.0,72.0,D
6709,36.0,72.0,F
6710,62.0,29.0,A
6711,50.0,89.0,A
6712,14.0,45.0,A
6713,36.0,40.0,C
6714,49.0,69.0,A
6715,87.0,88.0,A
6716,91.0,35.0,C
6717,69.0,49.0,B
6718,26.0,33.0,C
6719,37.0,3.0,F
6720,29.0,51.0,D
6721,61.0,98.0,A
6722,48.0,88.0,A
6723,1.0,41.0,B
6724,83.0,14.0,A
6725,10.0,36.0,B
6726,37.0,24.0,F
6727,10.0,44.0,D
6728,,,
6729,5.0,50.0,B
6730,50.0,38.0,C
6731,6.0,27.0,A
6732,4.0,40.0,C
6733,61.0,8.0,F
6734,59.0,93.0,F
6735,34.0,32.0,B
6736,1.0,32.0,D
6737,25.0,35.0,C
6738,51.0,92.0,A
6739,85.0,4.0,B
6740,95.0,77.0,B
6741,66.0,86.0,D
6742,46.0,7.0,F
6743,59.0,23.0,D
6744,39.0,40.0,C
6745,6.0,16.0,C
6746,15.0,44.0,F
6747,97.0,60.0,B
6748,85.0,56.0,A
6749,47.0,29.0,C
6750,,,
6751,15.0,59.0,A
6752,2.0,40.0,C
6753,,,
6754,53.0,54.0,C
6755,,,
6756,3.0,46.0,D
6757,89.0,60.0,B
6758,86.0,83.0,A
6759,48.0,69.0,A
6760,86.0,57.0,F
6761,4.0,39.0,C
6762,44.0,41.0,D
6763,9.0,10.0,B
6764,64.0,35.0,F
6765,56.0,52.0,C
6766,34.0,72.0,F
6767,52.0,17.0,D
6768,44.0,30.0,D
6769,46.0,61.0,B
6770,96.0,69.0,A
6771,6.0,22.0,D
6772,35.0,49.0,F
6773,43.0,48.0,B
6774,16.0,50.0,D
6775,,,
6776,85.0,48.0,B
6777,5.0,44.0,F
6778,22.0,52.0,D
6779,,,
6780,1.0,12.0,F
6781,85.0,69.0,C
6782,0.0,7.0,A
6783,8.0,26.0,A
6784,70.0,67.0,A
6785,8.0,16.0,D
6786,45.0,24.0,C
6787,64.0,65.0,C
6788,29.0,45.0,D
6789,7.0,12.0,A
6790,,,
6791,56.0,68.0,C
6792,62.0,61.0,C
6793,27.0,46.0,F
6794,17.0,43.0,A
6795,68.0,75.0,C
6796,15.0,21.0,C
6797,,,
6798,47.0,59.0,A
6799,95.0,29.0,A
6800,5.0,31.0,D
6801,18.0,43.0,D
6802,27.0,36.0,F
6803,36.0,38.0,D
6804,49.0,42.0,B
6805,78.0,38.0,B
6806,79.0,53.0,B
6807,90.0,71.0,F
6808,94.0,47.0,D
6809,2.0,15.0,F
6810,44.0,45.0,D
6811,36.0,40.0,F
6812,50.0,44.0,F
6813,57.0,63.0,D
6814,38.0,70.0,F
6815,6.0,34.0,D
6816,54.0,37.0,D
6817,48.0,24.0,D
6818,90.0,50.0,F
6819,99.0,86.0,A
6820,43.0,19.0,D
6821,74.0,25.0,A
