,session 3,session 4,test 2,dropout
5764,23.0,54.0,D,N
5765,91.0,46.0,A,N
5766,7.0,29.0,C,N
5767,7.0,23.0,D,N
5768,,,,Y
5769,4.0,28.0,C,Y
5770,53.0,53.0,F,N
5771,54.0,13.0,F,Y
5772,78.0,2.0,F,Y
5773,79.0,74.0,A,N
5774,48.0,94.0,F,N
5775,20.0,8.0,D,Y
5776,6.0,52.0,C,N
5777,57.0,52.0,D,N
5778,,,,Y
5779,20.0,57.0,C,Y
5780,51.0,6.0,F,Y
5781,96.0,78.0,C,N
5782,35.0,97.0,F,Y
5783,95.0,20.0,C,N
5784,52.0,59.0,C,N
5785,28.0,48.0,D,N
5786,31.0,22.0,F,Y
5787,56.0,16.0,D,Y
5788,58.0,38.0,F,N
5789,7.0,15.0,C,N
5790,,,,Y
5791,94.0,18.0,B,N
5792,13.0,75.0,C,Y
5793,,,,Y
5794,5.0,57.0,D,Y
5795,42.0,15.0,B,Y
5796,51.0,41.0,C,N
5797,44.0,31.0,D,N
5798,43.0,12.0,F,N
5799,12.0,48.0,B,N
5800,13.0,8.0,A,N
5801,77.0,48.0,A,N
5802,83.0,8.0,B,N
5803,30.0,45.0,D,N
5804,44.0,52.0,C,N
5805,61.0,26.0,D,N
5806,,,,Y
5807,61.0,48.0,B,Y
5808,,,,Y
5809,27.0,93.0,B,N
5810,75.0,53.0,A,N
5811,1.0,9.0,F,N
5812,18.0,13.0,C,Y
5813,32.0,86.0,C,N
5814,91.0,36.0,C,N
5815,7.0,86.0,C,Y
5816,74.0,21.0,B,N
5817,37.0,17.0,F,Y
5818,35.0,49.0,D,N
5819,9.0,67.0,A,Y
5820,12.0,39.0,C,N
5821,4.0,28.0,D,N
5822,7.0,64.0,B,Y
5823,29.0,26.0,F,N
5824,77.0,42.0,A,Y
5825,55.0,37.0,F,N
5826,,,,Y
5827,12.0,42.0,B,Y
5828,13.0,99.0,B,Y
5829,12.0,10.0,A,N
5830,3.0,25.0,A,N
5831,60.0,39.0,D,Y
5832,40.0,49.0,D,N
5833,82.0,19.0,C,Y
5834,4.0,69.0,C,N
5835,34.0,76.0,B,N
5836,97.0,19.0,C,N
5837,60.0,47.0,C,Y
5838,93.0,55.0,C,N
5839,49.0,51.0,F,N
5840,38.0,54.0,D,N
5841,17.0,13.0,F,Y
5842,,,,Y
5843,1.0,27.0,B,N
5844,23.0,39.0,C,N
5845,74.0,43.0,D,N
5846,86.0,17.0,A,N
5847,46.0,14.0,A,N
5848,88.0,45.0,A,N
5849,76.0,60.0,A,Y
5850,41.0,54.0,F,N
5851,84.0,69.0,C,N
5852,63.0,38.0,C,N
5853,82.0,56.0,B,N
5854,54.0,84.0,F,N
5855,66.0,33.0,A,Y
5856,53.0,42.0,A,N
5857,58.0,50.0,C,N
5858,21.0,36.0,F,Y
5859,99.0,21.0,F,N
5860,53.0,15.0,D,Y
5861,78.0,76.0,C,N
5862,49.0,16.0,F,Y
5863,66.0,53.0,D,N
5864,16.0,33.0,C,N
5865,52.0,99.0,C,Y
5866,77.0,40.0,F,Y
5867,73.0,67.0,D,N
5868,24.0,8.0,D,Y
5869,71.0,98.0,B,N
5870,21.0,23.0,A,Y
5871,28.0,51.0,D,N
5872,44.0,51.0,D,N
5873,13.0,60.0,B,N
5874,25.0,39.0,B,N
5875,46.0,50.0,A,Y
5876,78.0,71.0,C,N
5877,6.0,22.0,C,N
5878,51.0,32.0,A,N
5879,49.0,9.0,F,Y
5880,31.0,62.0,F,Y
5881,46.0,19.0,D,N
5882,82.0,22.0,F,Y
5883,5.0,45.0,F,N
5884,59.0,9.0,C,Y
5885,50.0,33.0,F,N
5886,1.0,13.0,C,N
5887,12.0,31.0,D,Y
5888,33.0,54.0,D,N
5889,13.0,31.0,F,Y
5890,33.0,33.0,D,Y
5891,69.0,21.0,C,Y
5892,31.0,33.0,D,N
5893,7.0,50.0,D,N
5894,24.0,94.0,D,Y
5895,,,,Y
5896,92.0,56.0,B,Y
5897,44.0,87.0,A,Y
5898,7.0,67.0,C,N
5899,38.0,2.0,F,Y
5900,90.0,26.0,B,N
5901,92.0,27.0,C,N
5902,,,,Y
5903,60.0,47.0,B,Y
5904,15.0,10.0,C,Y
5905,89.0,55.0,B,N
5906,97.0,49.0,C,N
5907,86.0,47.0,D,Y
5908,61.0,95.0,D,Y
5909,52.0,9.0,A,N
5910,63.0,9.0,F,Y
5911,1.0,38.0,C,N
5912,31.0,50.0,A,Y
5913,75.0,68.0,A,N
5914,58.0,75.0,D,N
5915,96.0,96.0,F,N
5916,36.0,24.0,B,N
5917,28.0,33.0,D,N
5918,12.0,23.0,B,N
5919,68.0,17.0,F,Y
5920,33.0,49.0,D,N
5921,14.0,7.0,F,Y
5922,97.0,37.0,D,N
5923,86.0,57.0,D,N
5924,95.0,39.0,D,N
5925,73.0,46.0,D,N
5926,54.0,39.0,F,N
5927,13.0,48.0,F,N
5928,65.0,11.0,C,N
5929,6.0,32.0,A,N
5930,63.0,64.0,A,N
5931,58.0,76.0,B,N
5932,29.0,27.0,F,N
5933,75.0,73.0,A,N
5934,3.0,38.0,F,N
5935,10.0,14.0,C,N
5936,87.0,75.0,B,N
5937,11.0,51.0,B,N
5938,,,,Y
5939,61.0,74.0,C,N
5940,81.0,52.0,B,N
5941,96.0,48.0,A,N
5942,79.0,76.0,A,N
5943,2.0,52.0,A,N
5944,3.0,39.0,B,N
5945,4.0,24.0,B,N
5946,36.0,32.0,D,N
5947,78.0,95.0,D,Y
5948,10.0,10.0,C,N
5949,94.0,30.0,C,N
5950,57.0,4.0,A,N
5951,60.0,9.0,F,Y
5952,74.0,32.0,F,Y
5953,40.0,61.0,D,N
5954,82.0,34.0,F,Y
5955,60.0,25.0,B,N
5956,53.0,23.0,B,Y
5957,80.0,24.0,D,N
5958,61.0,9.0,A,N
5959,72.0,85.0,A,Y
5960,59.0,33.0,B,N
5961,6.0,39.0,F,N
5962,1.0,14.0,B,N
5963,53.0,55.0,F,Y
5964,48.0,11.0,F,Y
5965,68.0,21.0,C,Y
5966,15.0,0.0,B,Y
5967,12.0,48.0,C,N
5968,63.0,4.0,A,N
5969,79.0,77.0,F,N
5970,83.0,17.0,B,N
5971,38.0,47.0,B,N
5972,40.0,58.0,A,N
5973,68.0,5.0,D,Y
5974,38.0,38.0,D,N
5975,68.0,98.0,A,N
5976,2.0,39.0,C,N
5977,85.0,88.0,B,N
5978,7.0,97.0,A,N
5979,74.0,61.0,B,N
5980,57.0,12.0,D,Y
5981,21.0,43.0,D,N
5982,13.0,30.0,F,N
5983,25.0,89.0,F,Y
5984,1.0,56.0,C,Y
5985,98.0,56.0,B,N
5986,34.0,0.0,B,Y
5987,41.0,20.0,B,N
5988,13.0,22.0,C,N
5989,14.0,76.0,F,N
5990,,,,Y
5991,60.0,27.0,F,Y
5992,33.0,54.0,D,N
5993,5.0,10.0,D,N
5994,32.0,46.0,D,N
5995,14.0,43.0,B,Y
5996,17.0,57.0,D,N
5997,48.0,53.0,C,N
5998,65.0,42.0,C,N
5999,23.0,50.0,D,N
6000,47.0,33.0,D,N
6001,86.0,45.0,D,N
6002,52.0,30.0,C,Y
6003,37.0,44.0,D,N
6004,11.0,17.0,B,N
6005,46.0,6.0,A,N
6006,50.0,26.0,A,N
6007,72.0,84.0,D,Y
6008,40.0,53.0,C,N
6009,69.0,19.0,D,Y
6010,43.0,50.0,F,Y
6011,89.0,43.0,D,Y
6012,71.0,43.0,A,N
6013,6.0,4.0,F,Y
6014,55.0,76.0,F,Y
6015,81.0,49.0,A,N
6016,40.0,7.0,F,Y
6017,41.0,44.0,D,N
6018,86.0,44.0,F,Y
6019,33.0,9.0,C,Y
6020,40.0,28.0,F,Y
6021,7.0,40.0,D,N
6022,44.0,30.0,C,N
6023,81.0,52.0,A,Y
6024,81.0,13.0,C,N
6025,30.0,97.0,C,Y
6026,10.0,13.0,D,Y
6027,,,,Y
6028,13.0,83.0,D,N
6029,1.0,47.0,A,N
6030,77.0,73.0,B,N
6031,23.0,24.0,A,Y
6032,83.0,53.0,B,N
6033,48.0,79.0,D,Y
6034,43.0,16.0,F,Y
6035,36.0,31.0,F,N
6036,1.0,30.0,B,N
6037,13.0,16.0,B,N
6038,10.0,56.0,D,N
6039,75.0,98.0,D,N
6040,30.0,44.0,F,N
6041,81.0,42.0,F,N
6042,,,,Y
6043,10.0,53.0,C,N
6044,27.0,11.0,F,Y
6045,80.0,76.0,D,N
6046,58.0,57.0,A,N
6047,37.0,39.0,D,N
6048,58.0,36.0,D,N
6049,,,,Y
6050,67.0,77.0,A,Y
6051,59.0,28.0,A,Y
6052,42.0,79.0,F,N
6053,88.0,9.0,C,N
6054,22.0,75.0,B,Y
6055,21.0,56.0,D,Y
6056,52.0,68.0,A,N
6057,69.0,34.0,A,N
6058,,,,Y
6059,29.0,45.0,D,N
6060,11.0,36.0,A,N
6061,4.0,36.0,D,N
6062,25.0,60.0,A,N
6063,45.0,11.0,F,Y
6064,38.0,49.0,C,N
6065,3.0,14.0,A,N
6066,54.0,5.0,C,N
6067,39.0,57.0,F,Y
6068,81.0,8.0,A,N
6069,92.0,70.0,C,N
6070,5.0,14.0,B,N
6071,8.0,37.0,B,N
6072,66.0,26.0,D,N
6073,90.0,19.0,A,N
6074,58.0,81.0,A,N
6075,53.0,48.0,A,N
6076,70.0,61.0,C,N
6077,24.0,43.0,C,N
6078,4.0,46.0,A,N
6079,45.0,35.0,C,N
6080,47.0,12.0,F,Y
6081,54.0,68.0,A,N
6082,78.0,66.0,F,N
6083,82.0,93.0,A,N
6084,45.0,21.0,B,N
6085,82.0,2.0,A,Y
6086,69.0,47.0,B,N
6087,56.0,49.0,D,N
6088,27.0,14.0,F,Y
6089,11.0,19.0,D,N
6090,38.0,6.0,D,Y
6091,97.0,54.0,B,N
6092,91.0,45.0,A,N
6093,1.0,17.0,B,N
6094,88.0,20.0,F,N
6095,4.0,8.0,B,N
6096,91.0,64.0,C,N
6097,9.0,57.0,C,N
6098,,,,Y
6099,21.0,2.0,A,Y
6100,,,,Y
6101,77.0,16.0,F,Y
6102,89.0,4.0,A,Y
6103,81.0,57.0,B,N
6104,3.0,22.0,A,N
6105,37.0,35.0,D,N
6106,4.0,63.0,D,Y
6107,52.0,1.0,F,Y
6108,36.0,53.0,F,N
6109,44.0,44.0,F,N
6110,60.0,54.0,B,N
6111,21.0,34.0,F,Y
6112,2.0,33.0,C,N
6113,99.0,39.0,C,Y
6114,70.0,24.0,A,N
6115,76.0,46.0,D,N
6116,15.0,41.0,D,Y
6117,87.0,17.0,C,N
6118,19.0,47.0,F,Y
6119,4.0,47.0,D,Y
6120,60.0,99.0,A,N
6121,68.0,74.0,A,N
6122,64.0,9.0,A,N
6123,5.0,42.0,D,N
6124,13.0,38.0,B,N
6125,44.0,10.0,F,Y
6126,,,,Y
6127,74.0,68.0,F,Y
6128,8.0,12.0,B,N
6129,,,,Y
6130,22.0,81.0,A,Y
6131,59.0,21.0,A,N
6132,65.0,17.0,F,Y
6133,27.0,39.0,B,N
6134,12.0,45.0,D,N
6135,53.0,22.0,F,Y
6136,32.0,33.0,C,Y
6137,86.0,92.0,C,N
6138,9.0,59.0,C,Y
6139,74.0,59.0,B,N
6140,49.0,78.0,F,N
6141,36.0,20.0,A,Y
6142,5.0,51.0,A,Y
6143,9.0,24.0,A,N
6144,,,,Y
6145,82.0,12.0,B,Y
6146,42.0,66.0,B,Y
6147,1.0,40.0,C,N
6148,,,,Y
6149,12.0,38.0,C,N
6150,69.0,48.0,F,N
6151,67.0,28.0,D,N
6152,4.0,25.0,C,N
6153,78.0,70.0,C,N
6154,19.0,75.0,F,N
6155,33.0,44.0,C,Y
6156,56.0,40.0,C,N
6157,70.0,4.0,A,N
6158,47.0,31.0,C,N
6159,85.0,54.0,A,N
6160,81.0,77.0,F,Y
6161,58.0,92.0,A,N
6162,62.0,48.0,C,N
6163,75.0,33.0,F,N
6164,4.0,9.0,D,N
6165,25.0,10.0,D,Y
6166,69.0,47.0,A,N
6167,,,,Y
6168,90.0,71.0,D,N
6169,,,,Y
6170,66.0,74.0,B,N
6171,86.0,60.0,A,N
6172,57.0,38.0,A,N
6173,12.0,77.0,A,N
6174,41.0,61.0,A,N
6175,71.0,50.0,F,N
6176,11.0,43.0,D,N
6177,2.0,25.0,B,N
6178,49.0,80.0,A,N
6179,74.0,90.0,D,Y
6180,5.0,33.0,B,N
6181,63.0,49.0,C,N
6182,75.0,89.0,A,Y
6183,7.0,14.0,C,N
6184,98.0,38.0,B,N
6185,83.0,40.0,A,Y
6186,17.0,46.0,A,Y
6187,75.0,51.0,A,N
6188,69.0,9.0,F,Y
6189,3.0,19.0,D,N
6190,33.0,35.0,F,Y
6191,26.0,72.0,F,N
6192,72.0,63.0,A,N
6193,42.0,98.0,A,N
6194,73.0,40.0,A,N
6195,67.0,92.0,A,N
6196,43.0,13.0,F,Y
6197,32.0,94.0,F,Y
6198,78.0,86.0,A,Y
6199,,,,Y
6200,88.0,21.0,B,Y
6201,29.0,37.0,D,N
6202,97.0,48.0,B,N
6203,78.0,66.0,C,N
6204,91.0,30.0,C,N
6205,81.0,77.0,F,Y
6206,77.0,58.0,B,N
6207,96.0,63.0,D,N
6208,56.0,51.0,C,N
6209,55.0,46.0,C,N
6210,25.0,18.0,C,N
6211,35.0,27.0,B,Y
6212,33.0,50.0,C,Y
6213,55.0,51.0,C,N
6214,26.0,60.0,C,Y
6215,,,,Y
6216,66.0,91.0,F,Y
6217,34.0,78.0,B,Y
6218,78.0,42.0,A,N
6219,,,,Y
6220,87.0,73.0,A,N
6221,66.0,31.0,F,N
6222,31.0,14.0,B,Y
6223,8.0,45.0,D,N
6224,8.0,20.0,A,N
6225,60.0,66.0,A,N
6226,9.0,29.0,C,N
6227,9.0,45.0,B,N
6228,30.0,24.0,F,Y
6229,43.0,30.0,D,N
6230,78.0,39.0,D,N
6231,54.0,82.0,A,N
6232,97.0,67.0,C,N
6233,78.0,73.0,B,N
6234,98.0,35.0,A,N
6235,38.0,53.0,D,N
6236,24.0,63.0,D,Y
6237,5.0,4.0,F,Y
6238,87.0,25.0,A,N
6239,86.0,20.0,C,N
6240,71.0,5.0,C,N
6241,87.0,62.0,D,Y
6242,10.0,32.0,D,N
6243,47.0,26.0,C,Y
6244,,,,Y
6245,8.0,13.0,C,N
6246,31.0,27.0,F,Y
6247,37.0,54.0,C,N
6248,11.0,21.0,A,N
6249,57.0,53.0,B,N
6250,65.0,56.0,F,Y
6251,49.0,59.0,D,N
6252,27.0,86.0,A,N
6253,53.0,31.0,A,N
6254,21.0,35.0,D,N
6255,4.0,46.0,C,N
6256,3.0,13.0,C,Y
6257,43.0,42.0,D,N
6258,,,,Y
6259,,,,Y
6260,65.0,92.0,A,Y
6261,34.0,35.0,D,N
6262,82.0,20.0,A,Y
6263,98.0,3.0,C,N
6264,71.0,53.0,D,N
6265,74.0,19.0,C,N
6266,80.0,29.0,A,N
6267,1.0,57.0,C,N
6268,9.0,14.0,C,N
6269,86.0,62.0,F,N
6270,56.0,46.0,F,N
6271,50.0,12.0,F,Y
6272,6.0,57.0,F,N
6273,88.0,64.0,B,N
6274,99.0,60.0,F,N
6275,13.0,30.0,D,N
6276,4.0,60.0,D,N
6277,53.0,35.0,D,N
6278,26.0,46.0,F,N
6279,7.0,19.0,D,N
6280,4.0,52.0,D,N
6281,,,,Y
6282,53.0,49.0,B,N
6283,4.0,30.0,F,Y
6284,84.0,52.0,B,N
6285,54.0,32.0,B,N
6286,80.0,48.0,F,Y
6287,78.0,72.0,C,N
6288,77.0,70.0,A,Y
6289,70.0,10.0,A,N
6290,47.0,6.0,A,N
6291,7.0,39.0,C,N
6292,39.0,50.0,D,N
6293,10.0,11.0,B,N
6294,22.0,44.0,C,N
6295,54.0,17.0,F,Y
6296,13.0,31.0,A,N
6297,73.0,88.0,F,N
6298,9.0,43.0,A,N
6299,40.0,36.0,B,N
6300,47.0,56.0,C,Y
6301,59.0,38.0,A,N
6302,38.0,12.0,C,N
6303,73.0,89.0,F,Y
6304,62.0,14.0,F,Y
6305,77.0,10.0,A,N
6306,47.0,72.0,A,Y
6307,8.0,18.0,A,N
6308,,,,Y
6309,86.0,64.0,A,N
6310,57.0,98.0,F,Y
6311,67.0,78.0,B,N
6312,32.0,44.0,B,N
6313,32.0,21.0,D,Y
6314,7.0,46.0,A,N
6315,,,,Y
6316,75.0,65.0,B,Y
6317,55.0,53.0,C,N
6318,6.0,28.0,D,N
6319,88.0,69.0,C,N
6320,75.0,55.0,A,N
6321,57.0,30.0,D,Y
6322,53.0,14.0,F,Y
6323,96.0,32.0,F,N
6324,55.0,30.0,C,N
6325,59.0,82.0,C,N
6326,48.0,52.0,C,N
6327,37.0,32.0,B,N
6328,70.0,18.0,B,N
6329,3.0,41.0,D,N
6330,89.0,99.0,F,N
6331,48.0,5.0,F,Y
6332,63.0,56.0,F,Y
6333,61.0,76.0,F,N
6334,88.0,66.0,F,N
6335,5.0,12.0,B,Y
6336,22.0,92.0,B,N
6337,99.0,73.0,B,N
6338,23.0,43.0,D,N
6339,82.0,44.0,A,N
6340,,,,Y
6341,54.0,88.0,F,Y
6342,3.0,33.0,F,Y
6343,11.0,17.0,A,N
6344,37.0,46.0,D,N
6345,50.0,14.0,F,Y
6346,27.0,48.0,C,N
6347,40.0,40.0,D,N
6348,72.0,73.0,B,N
6349,49.0,15.0,F,Y
6350,,,,Y
6351,,,,Y
6352,44.0,99.0,A,N
6353,7.0,33.0,C,N
6354,59.0,33.0,F,N
6355,76.0,35.0,A,N
6356,72.0,57.0,A,Y
6357,45.0,1.0,C,N
6358,41.0,67.0,F,N
6359,72.0,55.0,B,N
6360,68.0,41.0,A,N
6361,57.0,28.0,B,N
6362,3.0,2.0,C,Y
6363,88.0,94.0,F,N
6364,45.0,37.0,B,N
6365,5.0,40.0,A,N
6366,85.0,69.0,D,N
6367,7.0,44.0,C,N
6368,57.0,60.0,A,N
6369,91.0,20.0,C,N
6370,6.0,42.0,C,N
6371,51.0,59.0,D,N
6372,59.0,43.0,D,N
6373,5.0,22.0,D,N
6374,55.0,65.0,B,N
6375,60.0,68.0,D,N
6376,77.0,21.0,A,N
6377,59.0,90.0,A,N
6378,21.0,32.0,D,N
6379,46.0,6.0,F,Y
6380,93.0,26.0,C,N
6381,88.0,6.0,F,Y
6382,72.0,65.0,D,Y
6383,65.0,6.0,D,Y
6384,83.0,40.0,A,N
6385,20.0,44.0,D,N
6386,78.0,20.0,A,N
6387,13.0,31.0,C,N
6388,66.0,21.0,B,N
6389,,,,Y
6390,42.0,43.0,F,N
6391,29.0,83.0,B,Y
6392,41.0,36.0,A,Y
6393,28.0,32.0,D,N
6394,94.0,49.0,B,N
6395,98.0,76.0,C,N
6396,22.0,38.0,D,N
6397,8.0,15.0,C,N
6398,34.0,52.0,C,N
6399,36.0,18.0,F,Y
6400,25.0,27.0,A,Y
6401,74.0,53.0,F,Y
6402,,,,Y
6403,64.0,78.0,D,Y
6404,63.0,80.0,B,Y
6405,66.0,38.0,A,N
6406,,,,Y
6407,,,,Y
6408,,,,Y
6409,37.0,40.0,F,N
6410,48.0,0.0,D,Y
6411,72.0,45.0,D,Y
6412,19.0,72.0,C,Y
6413,85.0,45.0,F,Y
6414,73.0,51.0,C,N
6415,29.0,52.0,D,N
6416,68.0,1.0,A,Y
6417,22.0,78.0,C,N
6418,92.0,21.0,B,N
6419,62.0,11.0,D,Y
6420,41.0,46.0,D,N
6421,58.0,21.0,D,N
6422,6.0,27.0,F,N
6423,1.0,45.0,C,Y
6424,84.0,50.0,A,N
6425,75.0,26.0,D,N
6426,14.0,11.0,C,Y
6427,77.0,36.0,A,N
6428,5.0,7.0,A,Y
6429,62.0,26.0,C,N
6430,11.0,41.0,F,N
6431,67.0,16.0,F,Y
6432,23.0,32.0,C,N
6433,9.0,41.0,C,N
6434,13.0,11.0,A,N
6435,63.0,98.0,D,Y
6436,50.0,21.0,A,Y
6437,50.0,55.0,A,N
6438,6.0,32.0,B,N
6439,75.0,61.0,A,N
6440,5.0,51.0,C,N
6441,44.0,46.0,D,N
6442,60.0,29.0,A,N
6443,96.0,49.0,B,N
6444,,,,Y
6445,25.0,68.0,C,N
6446,10.0,32.0,D,N
6447,16.0,3.0,D,Y
6448,84.0,24.0,A,N
6449,44.0,87.0,A,N
6450,57.0,37.0,A,N
6451,11.0,8.0,B,N
6452,12.0,54.0,B,N
6453,46.0,39.0,D,N
6454,35.0,34.0,F,N
6455,9.0,43.0,D,N
6456,47.0,30.0,D,N
6457,87.0,57.0,F,N
6458,4.0,9.0,C,N
6459,90.0,51.0,C,N
6460,58.0,76.0,A,N
6461,50.0,35.0,D,N
6462,,,,Y
6463,59.0,41.0,D,N
6464,,,,Y
6465,49.0,58.0,F,Y
6466,12.0,19.0,A,Y
6467,,,,Y
6468,67.0,1.0,D,Y
6469,53.0,42.0,C,N
6470,13.0,53.0,D,N
6471,45.0,5.0,A,N
6472,56.0,9.0,C,Y
6473,79.0,16.0,B,Y
6474,,,,Y
6475,59.0,48.0,F,N
6476,55.0,54.0,F,N
6477,32.0,77.0,F,Y
6478,23.0,32.0,C,N
6479,55.0,77.0,A,N
6480,42.0,14.0,A,N
6481,38.0,9.0,D,Y
6482,76.0,79.0,D,N
6483,41.0,55.0,F,Y
6484,53.0,99.0,A,N
6485,,,,Y
6486,,,,Y
6487,97.0,77.0,A,N
6488,42.0,55.0,A,N
6489,43.0,44.0,A,N
6490,1.0,32.0,A,N
6491,36.0,53.0,A,Y
6492,78.0,46.0,F,Y
6493,27.0,48.0,D,N
6494,82.0,74.0,F,N
6495,74.0,42.0,D,N
6496,9.0,40.0,C,N
6497,19.0,20.0,C,Y
6498,82.0,52.0,A,N
6499,73.0,48.0,C,N
6500,94.0,74.0,D,N
6501,30.0,80.0,D,N
6502,47.0,48.0,D,N
6503,66.0,23.0,A,N
6504,58.0,76.0,D,N
6505,91.0,47.0,F,N
6506,6.0,17.0,B,N
6507,85.0,39.0,B,N
6508,32.0,68.0,A,Y
6509,13.0,11.0,B,N
6510,,,,Y
6511,51.0,21.0,C,Y
6512,28.0,81.0,F,Y
6513,77.0,85.0,B,Y
6514,9.0,57.0,A,N
6515,38.0,1.0,F,Y
6516,64.0,20.0,A,Y
6517,13.0,12.0,B,N
6518,41.0,49.0,F,Y
6519,8.0,30.0,C,N
6520,75.0,79.0,A,N
6521,54.0,10.0,C,Y
6522,84.0,35.0,B,Y
6523,21.0,34.0,D,N
6524,56.0,55.0,B,N
6525,56.0,24.0,A,N
6526,48.0,19.0,B,Y
6527,49.0,10.0,A,N
6528,51.0,15.0,A,Y
6529,,,,Y
6530,39.0,48.0,D,N
6531,,,,Y
6532,52.0,73.0,A,Y
6533,56.0,68.0,A,N
6534,,,,Y
6535,2.0,33.0,C,N
6536,57.0,50.0,A,N
6537,54.0,21.0,C,Y
6538,50.0,75.0,F,N
6539,21.0,83.0,C,N
6540,51.0,64.0,B,N
6541,12.0,37.0,B,N
6542,81.0,72.0,C,N
6543,11.0,43.0,A,N
6544,43.0,25.0,F,Y
6545,11.0,14.0,A,N
6546,88.0,54.0,C,N
6547,50.0,17.0,D,Y
6548,86.0,1.0,C,N
6549,59.0,57.0,A,N
6550,15.0,77.0,C,N
6551,28.0,37.0,D,N
6552,6.0,24.0,A,N
6553,98.0,29.0,F,Y
6554,84.0,91.0,A,Y
6555,73.0,73.0,A,N
6556,61.0,72.0,F,N
6557,89.0,73.0,A,N
6558,,,,Y
6559,81.0,60.0,B,N
6560,52.0,43.0,A,N
6561,11.0,41.0,A,N
6562,63.0,20.0,A,Y
6563,61.0,56.0,C,N
6564,5.0,35.0,A,N
6565,11.0,10.0,C,Y
6566,,,,Y
6567,3.0,42.0,D,Y
6568,44.0,14.0,F,Y
6569,44.0,44.0,D,N
6570,60.0,20.0,A,Y
6571,48.0,52.0,D,N
6572,66.0,19.0,F,Y
6573,88.0,28.0,C,Y
6574,4.0,49.0,A,N
6575,,,,Y
6576,13.0,33.0,B,N
6577,48.0,42.0,D,N
6578,25.0,74.0,D,N
6579,53.0,10.0,F,Y
6580,,,,Y
6581,3.0,11.0,B,N
6582,52.0,48.0,D,N
6583,81.0,37.0,A,N
6584,56.0,10.0,D,Y
6585,2.0,5.0,A,N
6586,59.0,64.0,F,Y
6587,43.0,92.0,F,N
6588,7.0,42.0,C,N
6589,11.0,41.0,F,N
6590,56.0,20.0,B,N
6591,22.0,30.0,B,Y
6592,38.0,36.0,F,Y
6593,4.0,34.0,D,N
6594,65.0,48.0,C,Y
6595,86.0,70.0,F,Y
6596,50.0,32.0,C,N
6597,43.0,30.0,B,N
6598,36.0,57.0,F,Y
6599,56.0,39.0,A,N
6600,1.0,48.0,A,N
6601,70.0,99.0,F,Y
6602,30.0,36.0,F,N
6603,48.0,23.0,A,N
6604,83.0,64.0,B,N
6605,62.0,78.0,A,N
6606,49.0,94.0,C,N
6607,47.0,54.0,C,N
6608,3.0,34.0,B,Y
6609,33.0,47.0,C,Y
6610,,,,Y
6611,53.0,44.0,C,N
6612,66.0,29.0,B,N
6613,29.0,33.0,C,Y
6614,61.0,70.0,F,N
6615,79.0,75.0,A,N
6616,13.0,34.0,A,Y
6617,43.0,46.0,F,N
6618,53.0,54.0,F,N
6619,,,,Y
6620,83.0,56.0,C,N
6621,67.0,13.0,D,N
6622,66.0,25.0,B,N
6623,1.0,33.0,B,N
6624,2.0,47.0,B,N
6625,8.0,29.0,D,N
6626,40.0,52.0,D,N
6627,10.0,58.0,C,N
6628,45.0,45.0,D,N
6629,18.0,51.0,C,Y
6630,13.0,39.0,F,N
6631,3.0,31.0,D,N
6632,8.0,31.0,A,N
6633,92.0,27.0,A,N
6634,85.0,52.0,B,N
6635,65.0,39.0,D,N
6636,5.0,46.0,A,N
6637,72.0,22.0,B,N
6638,1.0,55.0,C,Y
6639,68.0,34.0,A,Y
6640,84.0,66.0,C,N
6641,51.0,16.0,F,N
6642,61.0,15.0,A,N
6643,34.0,1.0,F,Y
6644,6.0,32.0,B,N
6645,46.0,78.0,A,N
6646,,,,Y
6647,91.0,44.0,A,N
6648,90.0,64.0,D,N
6649,45.0,39.0,C,N
6650,,,,Y
6651,30.0,3.0,D,N
6652,67.0,42.0,A,N
6653,,,,Y
6654,37.0,96.0,D,N
6655,78.0,31.0,D,N
6656,,,,Y
6657,28.0,72.0,A,Y
6658,3.0,92.0,F,Y
6659,47.0,31.0,D,N
6660,48.0,27.0,A,N
6661,40.0,24.0,D,N
6662,79.0,46.0,D,N
6663,31.0,31.0,F,N
6664,47.0,16.0,A,N
6665,38.0,10.0,C,Y
6666,3.0,44.0,D,N
6667,2.0,20.0,F,N
6668,75.0,19.0,A,N
6669,79.0,41.0,B,N
6670,59.0,42.0,F,N
6671,3.0,1.0,C,Y
6672,35.0,42.0,D,N
6673,45.0,77.0,D,Y
6674,8.0,50.0,B,N
6675,54.0,69.0,B,N
6676,28.0,31.0,D,N
6677,25.0,36.0,C,N
6678,70.0,30.0,A,Y
6679,86.0,5.0,D,Y
6680,,,,Y
6681,45.0,12.0,A,N
6682,,,,Y
6683,7.0,46.0,D,Y
6684,84.0,55.0,D,Y
6685,,,,Y
6686,2.0,35.0,F,N
6687,99.0,54.0,B,N
6688,35.0,42.0,C,N
6689,61.0,49.0,A,N
6690,98.0,34.0,C,Y
6691,31.0,32.0,D,N
6692,73.0,56.0,F,Y
6693,46.0,95.0,B,N
6694,73.0,52.0,C,N
6695,59.0,68.0,A,Y
6696,71.0,31.0,A,Y
6697,42.0,23.0,F,Y
6698,13.0,20.0,A,N
6699,16.0,10.0,F,N
6700,59.0,85.0,C,N
6701,41.0,63.0,A,N
6702,53.0,11.0,D,N
6703,,,,Y
